,gene_id,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,description,hit_num,neg_log_p_adj,sig
225,tmsb4x,-1.55256025381998,-1.85143455706456,-1.25368595057539,4.7287535589527,-10.6939386993947,7.35088883521298e-11,5.955426568736071e-09,14.7897502714818,thymosin beta 4 X-linked,226,8.225087125900197,True
226,LOC121885487,1.0386897647398,0.838467538495241,1.23891199098436,4.30806154647501,10.6795110456782,7.560474266106019e-11,6.036688897350831e-09,14.7868415381865,EMILIN-1-like,227,8.219201205071696,True
227,LOC121889446,-0.8122240971053,-0.969737009479786,-0.654711184730814,3.53454663462318,-10.615428061118,8.568578519469419e-11,6.68956065497077e-09,14.7433281578419,uncharacterized LOC121889446,228,8.174602404113699,False
228,LOC121889662,-1.29257556255488,-1.54418287730992,-1.04096824779984,2.10593256912645,-10.5757330802141,9.261642889112729e-11,7.1121066726764405e-09,14.7168327041768,protein NLRC3-like,229,8.148001738116678,True
229,LOC121894696,1.62644335634194,1.31051436094637,1.94237235173752,1.3872138355392,10.5980816093458,8.864617341023369e-11,6.8634849222626e-09,14.7069550733925,contactin-4,230,8.163455316041144,True
230,ppm1aa,0.624019885146239,0.503859816043395,0.744179954249082,5.41241271516706,10.6909442021065,7.3938905416883e-11,5.955426568736071e-09,14.706308251006,"protein phosphatase, Mg2+/Mn2+ dependent, 1Aa",231,8.225087125900197,False
231,LOC121899569,2.49303793801724,2.02474097314237,2.96133490289211,-0.295875441989946,10.9593638955204,4.4018754264096796e-11,3.85410933946907e-09,14.706242041085,extracellular calcium-sensing receptor-like,232,8.41407596875309,True
232,LOC121881087,1.11616650960993,0.900093042964237,1.33223997625562,3.43249451805892,10.6342129008524,8.259467415959839e-11,6.50242188961511e-09,14.6851751079611,uncharacterized LOC121881087,233,8.186924856066021,True
233,antxr1d,-1.36030531254522,-1.62390686573092,-1.09670375935952,4.7210440354645,-10.6234660022656,8.43487642765683e-11,6.612731365063011e-09,14.6444189661246,ANTXR cell adhesion molecule 1d,234,8.179619119673227,True
234,pxylp1,-0.888469151193267,-1.06169040433629,-0.715247898050244,3.76437508971344,-10.5589073735412,9.572624352488269e-11,7.2911488818119e-09,14.6076194217189,2-phosphoxylose phosphatase 1,235,8.137204033586187,False
235,serpinh2,-0.631530753668655,-0.753674691860368,-0.509386815476943,6.51096452207668,-10.6438902741761,8.104734323105069e-11,6.43047092740494e-09,14.5571785723773,"serine (or cysteine) peptidase inhibitor, clade H, member 2",236,8.191757220904046,False
236,peli1b,-0.946998957006277,-1.13263969199443,-0.76135822201812,2.52952535525876,-10.5015649943297,1.0715772326314401e-10,8.03125704312613e-09,14.5490861415938,pellino E3 ubiquitin protein ligase 1b,237,8.095216474127666,False
237,LOC121897842,0.893154215074473,0.718737440417923,1.06757098973102,4.51263944898532,10.5418298943281,9.899283335674139e-11,7.46488866723982e-09,14.4916027984708,calcium-independent phospholipase A2-gamma-like,238,8.126976665040624,False
238,LOC121898263,1.15547674275846,0.930921481350504,1.38003200416642,6.54094668521054,10.5929220486086,8.9546918638164e-11,6.90469388692707e-09,14.468203145283,transmembrane protein 91-like,239,8.160855570693652,True
239,atf6,-0.553983555781009,-0.66146701216654,-0.446500099395478,7.30485203925176,-10.6104316684874,8.65278765032437e-11,6.7272731205032305e-09,14.4660892163362,activating transcription factor 6,240,8.172160940041355,False
240,LOC121893745,1.46640061886182,1.18072507069618,1.75207616702747,5.90628799904733,10.567137753515,9.41918278968193e-11,7.2035603236845e-09,14.4558610763056,"myosin heavy chain, fast skeletal muscle-like",241,8.142452802629975,True
241,notum1b,1.55396404591799,1.24882828482763,1.85909980700835,3.5579352224805,10.4839673708788,1.10941285485681e-10,8.18388529978428e-09,14.4328574389486,"notum, palmitoleoyl-protein carboxylesterase b",242,8.087040466052963,True
242,adm2a,-0.957131514857559,-1.14381811866609,-0.770444911049029,6.48217862700987,-10.5544659750908,9.656495249406479e-11,7.3252530966854e-09,14.3783849053764,adrenomedullin 2a,243,8.135177365295364,False
243,rxfp1,3.06504292457178,2.47920885804029,3.65087699110326,0.166968881612233,10.7705961380338,6.333591417914839e-11,5.274333439887571e-09,14.3555456661838,relaxin family peptide receptor 1,244,8.277832417863463,True
244,LOC121888230,-2.7569403390945,-3.2953756159807,-2.2185050622083,1.04467775687307,-10.5407536884804,9.920250190226379e-11,7.46488866723982e-09,14.3405766914768,E3 SUMO-protein ligase CBX4-like,245,8.126976665040624,True
245,dkk3b,1.28953102680967,1.03660774809962,1.54245430551971,5.76293613985904,10.4959268673492,1.08355239045327e-10,8.08865384060676e-09,14.3091566394027,dickkopf WNT signaling pathway inhibitor 3b,246,8.092123750111117,True
246,LOC121902375,1.73756488676407,1.39354846140727,2.08158131212086,0.319376074161724,10.3977568166104,1.31569455154736e-10,9.48160338936268e-09,14.3041603419157,platelet-derived growth factor receptor-like protein,247,8.02311821495396,True
247,LOC121913659,2.73897048240562,2.19811407579158,3.27982688901966,0.740145278818312,10.4251707438815,1.24612550967713e-10,9.04662558435046e-09,14.3036825481282,C-type lectin domain family 4 member E-like,248,8.043513383599011,True
248,pdgfrl,2.87697540453849,2.32433826773819,3.42961254133879,-1.1771611532351,10.7170161793215,7.02802465658344e-11,5.77561833291245e-09,14.3020004535126,platelet-derived growth factor receptor-like,249,8.23840151373944,True
249,arhgap24,-0.578444728180424,-0.691985957587858,-0.464903498772991,5.6421873925394,-10.4878405994996,1.10096866975162e-10,8.1728064479592e-09,14.2882221325587,Rho GTPase activating protein 24,250,8.08762878611468,False
250,myom2b,1.32700137095216,1.06553899611091,1.5884637457934,5.60342966248465,10.4481638125552,1.19070399107971e-10,8.74910614935707e-09,14.2298158346864,myomesin 2b,251,8.058036314318384,True
251,cxcl18b,-1.25157558972029,-1.49727151807246,-1.00587966136812,8.65572096801497,-10.4866537314807,1.10354914411788e-10,8.1728064479592e-09,14.1908688617356,chemokine (C-X-C motif) ligand 18b,252,8.08762878611468,True
252,fnbp1l,-0.784275369199966,-0.939076548745344,-0.629474189654587,5.88574624609808,-10.4297071282359,1.23498435919783e-10,9.00385289427618e-09,14.1722495478761,formin binding protein 1-like,253,8.045571609154193,False
253,adgra3,-0.474619474848393,-0.568259582341905,-0.380979367354881,6.01304686686926,-10.4342551887442,1.22391759674807e-10,8.95802500401113e-09,14.1531020675482,adhesion G protein-coupled receptor A3,254,8.047787729668858,False
254,si:dkey-16n15.6,-2.69282055821359,-3.20189775319588,-2.18374336323131,-0.555500842149995,-10.8893404206701,5.0354723676298396e-11,4.347909942501391e-09,14.1367683816135,organic solute transporter subunit alpha,255,8.361719459958271,True
255,LOC121888618,-1.3946091213167,-1.67395522840296,-1.11526301423045,3.36031585988949,-10.2775046262044,1.67154591281267e-10,1.16430318841528e-08,14.087367179874,dermatan-sulfate epimerase-like protein,256,7.933933913234073,True
256,timp2b,-1.06708575900932,-1.27783586853331,-0.856335649485342,7.78880962257737,-10.423397932665,1.25050756596401e-10,9.04662558435046e-09,14.0810357649488,TIMP metallopeptidase inhibitor 2b,257,8.043513383599011,True
257,slco2b1,1.6236687137941,1.29806628819896,1.94927113938925,2.17312202834056,10.2656769646725,1.7115333767919002e-10,1.18774077336851e-08,14.0735880834756,"solute carrier organic anion transporter family, member 2B1",258,7.925278334590682,True
258,rragcb,1.16372437686313,0.93083358430328,1.39661516942297,3.75193256451165,10.2866891431818,1.64115948358633e-10,1.15170057093472e-08,14.0730462235575,Ras-related GTP binding Cb,259,7.938660417869247,True
259,atp2a1l,1.53230722584716,1.22841860683287,1.83619584486145,8.16529041841341,10.3802835539888,1.36211521773556e-10,9.77852599031084e-09,14.0421153805275,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1, like",260,8.009726605592776,True
260,slc44a5b,-1.2408183680722,-1.49068018902594,-0.99095654711845,1.94298039044396,-10.2231825579274,1.86352182058582e-10,1.26053459755656e-08,14.0373190191688,solute carrier family 44 member 5b,261,7.899445229859254,True
261,si:ch211-266g18.10,1.0343342961678,0.827499564807668,1.24116902752793,2.81776099623055,10.2947371300034,1.6150013590482e-10,1.14189737601834e-08,14.0331641293126,muscle M-line assembly protein unc-89,262,7.9423729250145385,True
262,nedd8,-0.460455632191528,-0.552043088067504,-0.368868176315552,5.710970003909,-10.3497437525625,1.44734614723707e-10,1.03113782360384e-08,13.9981553115123,NEDD8 ubiquitin like modifier,263,7.986683282310842,False
263,add3a,0.905805810200356,0.72575500657625,1.08585661382446,6.42079380685027,10.3566152177327,1.42770149425305e-10,1.02102453808471e-08,13.9864103954272,adducin 3 (gamma) a,264,7.990963820472611,False
264,basp1,-2.73607483640459,-3.2838013589902,-2.18834831381898,0.129065430620401,-10.2835248936671,1.65156340007598e-10,1.15467699355312e-08,13.9684044438536,"brain abundant, membrane attached signal protein 1",265,7.937539487231963,True
265,sncgb,-1.08166679478005,-1.29988524624536,-0.863448343314752,3.23854335827226,-10.2042204244175,1.93576804260405e-10,1.29352803169153e-08,13.947275671569,"synuclein, gamma b (breast cancer-specific protein 1)",266,7.888224155368745,True
266,aspg,0.649187956797618,0.519275466351916,0.77910044724332,5.4319350518765,10.2872039315883,1.63947328135676e-10,1.15170057093472e-08,13.9034963929319,asparaginase homolog (S. cerevisiae),267,7.938660417869247,False
267,LOC121898748,3.44351056857168,2.80091111100206,4.0861100261413,-1.87850592940179,11.031609208874,3.8339177427987194e-11,3.4207674641342704e-09,13.8958265535539,extracellular calcium-sensing receptor-like,268,8.46587644714664,True
268,mlnl,-1.55882173255403,-1.8750776504255,-1.24256581468257,1.33949313401078,-10.1469517238314,2.17200035628766e-10,1.4380484337725e-08,13.8901211358625,motilin-like,269,7.84222648657768,True
269,tob1b,1.08282442244514,0.865575416757319,1.30007342813296,5.05495842656442,10.2607249993958,1.72856680260373e-10,1.19513491440539e-08,13.8848299725869,"transducer of ERBB2, 1b",270,7.922583066034242,True
270,p3h2,-1.41922254407748,-1.70475109683921,-1.13369399131575,4.82362484860216,-10.2324294802097,1.82930457257436e-10,1.24638835550275e-08,13.8522931510158,prolyl 3-hydroxylase 2,271,7.904346617088491,True
271,LOC121897966,-1.49896321617395,-1.80399788408282,-1.19392854826507,3.12644794523428,-10.1162505719208,2.310683530416e-10,1.51382088494422e-08,13.8019122056331,pleckstrin homology domain-containing family A member 7-like,272,7.819925507452949,True
272,LOC121881793,-1.07187380566932,-1.28805895866772,-0.85568865267093,5.1211266668266,-10.2069408125128,1.92522845088729e-10,1.29293926466936e-08,13.7869403525373,"beta-1,3-N-acetylglucosaminyltransferase lunatic fringe-like",273,7.888421875458715,True
273,LOC121889148,-0.621905120017149,-0.747230289071325,-0.496579950962973,5.39505050836948,-10.2155942798964,1.89209391441599e-10,1.27525768612994e-08,13.7496265434017,diamine acetyltransferase 1-like,274,7.894402050244326,False
274,ctnnd1,-0.565018631472103,-0.678480045132719,-0.451557217811487,7.25556878405136,-10.2516172146936,1.76035282321176e-10,1.20819526917651e-08,13.743310589639,"catenin (cadherin-associated protein), delta 1",275,7.9178628691317625,False
275,palm1a,-1.19255379782629,-1.43518633326235,-0.949921262390236,3.66068322514449,-10.1182812366495,2.30123484204029e-10,1.51292060474768e-08,13.7415277746311,paralemmin 1a,276,7.820183862343438,True
276,angptl7,2.48307378370922,1.98847011026295,2.97767745715548,-0.272698731353203,10.3349907006896,1.49047028247028e-10,1.05783870010022e-08,13.7181365065198,angiopoietin-like 7,277,7.975580548744023,True
277,tefa,0.48993408278484,0.391338659698623,0.588529505871057,7.57044038434438,10.2296011454948,1.83970123142762e-10,1.24893050627751e-08,13.6911866987702,"TEF transcription factor, PAR bZIP family member a",278,7.903461726221425,False
278,LOC121902138,-4.03642964672375,-4.77267652577029,-3.30018276767721,-0.781439638057491,-11.2863034708806,2.36714907593451e-11,2.3233287194238403e-09,13.6700257430378,protocadherin beta-16-like,279,8.633889339088263,True
279,pparg,3.14552052979584,2.51408314942855,3.77695791016313,0.742076611232467,10.2551032924785,1.74811589599222e-10,1.20420763026493e-08,13.6679408166448,peroxisome proliferator-activated receptor gamma,280,7.919298625284114,True
280,adam8b,-1.09071358146406,-1.31078013581154,-0.870647027116589,6.96939490290807,-10.2031549108396,1.93991234939062e-10,1.29352803169153e-08,13.6616772180558,ADAM metallopeptidase domain 8b,281,7.888224155368745,True
281,col7a1,-1.90507282861645,-2.29630554073875,-1.51384011649414,1.27490775094585,-10.0243039299417,2.78323010385813e-10,1.78593775534211e-08,13.6465423809726,"collagen, type VII, alpha 1",282,7.748133681495917,True
282,LOC121899090,-1.83672579861879,-2.2141642073087,-1.45928738992888,3.28873394652892,-10.0178848796669,2.81973093596077e-10,1.80318425075416e-08,13.5832097042433,collagen alpha-1(XXVI) chain,283,7.7439598944659105,True
283,tgfbr3,1.48854934222793,1.18151508947478,1.79558359498108,2.62238981413277,9.98054392071486,3.04206858815432e-10,1.92564997081917e-08,13.5387119495907,"transforming growth factor, beta receptor III",284,7.715422652599336,True
284,gclm,-0.563556244388098,-0.678021293622619,-0.449091195153578,6.41233993040467,-10.1354297993029,2.22301316626582e-10,1.46664076395502e-08,13.5344416450921,"glutamate-cysteine ligase, modifier subunit",285,7.833676248349889,False
285,wnt7aa,-1.18838366034041,-1.43224989073464,-0.944517429946179,3.87030984944319,-10.0318911166437,2.74071385350486e-10,1.77078467148691e-08,13.5343537413039,"wingless-type MMTV integration site family, member 7Aa",286,7.751834246077346,True
286,p4ha3,-3.75708592343142,-4.48059881538642,-3.03357303147642,-0.769120108783529,-10.6901218731861,7.40574473243051e-11,5.955426568736071e-09,13.4869738502121,"prolyl 4-hydroxylase, alpha polypeptide III",287,8.225087125900197,True
287,emc4,-0.509981529870787,-0.614069357171946,-0.405893702569628,5.57131070503086,-10.0863098902981,2.4547322361968e-10,1.60258947420277e-08,13.4698951188365,ER membrane protein complex subunit 4,288,7.795177714028945,False
288,sgk2b,1.96827836413661,1.56944790708681,2.36710882118641,-1.05546977105066,10.1595858729583,2.1174478065363e-10,1.40690140252023e-08,13.4453463102929,serum/glucocorticoid regulated kinase 2b,289,7.851736337420841,True
289,LOC121889762,-0.729599638569747,-0.880084795670064,-0.579114481469429,3.85396188217447,-9.98087800459101,3.04000127633543e-10,1.92564997081917e-08,13.4331386302752,uncharacterized LOC121889762,290,7.715422652599336,False
290,afmid,1.35212798986454,1.07164614825587,1.6326098314732,2.56488711266142,9.92409369468352,3.41304687435257e-10,2.10362695015606e-08,13.4252847805966,arylformamidase,291,7.677031273954278,True
291,LOC121909602,1.30419092911845,1.03442903295961,1.57395282527728,3.52950157636489,9.9526417739599,3.2199418929819303e-10,2.01106837496008e-08,13.4020824073073,"beta,beta-carotene 9',10'-oxygenase-like",292,7.696573163434558,True
292,LOC121889569,-0.484852010843913,-0.584367820804797,-0.385336200883029,5.05866569566104,-10.0298611796761,2.75202300487377e-10,1.77198127293195e-08,13.3946682038865,uncharacterized LOC121889569,293,7.751540872237508,False
293,dusp8a,-1.34378150983451,-1.62120098963857,-1.06636203003045,4.18270735090079,-9.97170704489433,3.09728026219907e-10,1.95399798898398e-08,13.3869193179316,dual specificity phosphatase 8a,294,7.709075887584293,True
294,wnt6b,2.2421072783874,1.77498695891438,2.70922759786041,1.85667510719435,9.88110313532816,3.72663372246743e-10,2.23300855478619e-08,13.3606222956856,"wingless-type MMTV integration site family, member 6b",295,7.651109613117851,True
295,apln,-1.72120360377575,-2.07935528152532,-1.36305192602618,1.0123012433802,-9.89334285512652,3.63444323489925e-10,2.20383698680606e-08,13.3604141789369,apelin,296,7.656820532483069,True
296,ramp2,1.1175980304593,0.88650445844972,1.34869160246887,4.1143128990753,9.95578628579194,3.1993712868884503e-10,2.01106837496008e-08,13.3517891300366,receptor (G protein-coupled) activity modifying protein 2,297,7.696573163434558,True
297,plod3,-0.665337378696084,-0.801244176623558,-0.52943058076861,9.44246596577546,-10.0780972690684,2.4958392288056603e-10,1.62376873715735e-08,13.342682445514,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",298,7.789475824434947,False
298,znf217,-0.657657323020071,-0.793195123528005,-0.522119522512136,4.8353354229177,-9.98888538064528,2.99088230512809e-10,1.90612795072058e-08,13.3387086716004,zinc finger protein 217,299,7.719847950273336,False
299,LOC121886840,-0.774703823962502,-0.935960886741939,-0.613446761183065,3.50383362045452,-9.88996506899515,3.65964780168386e-10,2.20484954534246e-08,13.2850919191029,cytochrome b-245 chaperone 1 homolog,300,7.65662104059836,False
300,bin2b,-1.34655858872304,-1.62671196815272,-1.06640520929337,3.91008091000611,-9.89480390421132,3.623596554362e-10,2.20383698680606e-08,13.2658292055792,bridging integrator 2b,301,7.656820532483069,True
301,pdlim5a,1.20099566220216,0.951898688590793,1.45009263581353,3.95214049770369,9.92546336609366,3.40351508477231e-10,2.10362695015606e-08,13.2210097111473,PDZ and LIM domain 5a,302,7.677031273954278,True
302,badb,-0.722056843817417,-0.872037152020824,-0.572076535614009,4.49859188014257,-9.91094235261581,3.50598115106263e-10,2.14678329501505e-08,13.2100596189621,BCL2 associated agonist of cell death b,303,7.6682117927920315,False
303,plaa,-0.475287442982069,-0.573619217445289,-0.37695566851885,6.12584137023495,-9.95039376136475,3.23473130912028e-10,2.01359337338826e-08,13.1576309358019,phospholipase A2-activating protein,304,7.696028226693726,False
304,LOC121893763,2.68570732542321,2.1201487192309,3.25126593161551,2.00546567386955,9.77594774135359,4.6250696840839e-10,2.69968631372835e-08,13.1508158797918,cytokine-like protein 1,305,7.568686695148855,True
305,LOC121913803,-0.915794074225503,-1.10662965104673,-0.72495849740428,4.48660841378893,-9.87907517429245,3.7421395431652003e-10,2.23300855478619e-08,13.1486689717422,peptidyl-prolyl cis-trans isomerase FKBP14-like,306,7.651109613117851,False
306,mthfd1l,-0.54400115596805,-0.657045955567359,-0.43095635636874,6.52585409365116,-9.9066549642489,3.5368383392126005e-10,2.15862345152529e-08,13.0521414280772,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,307,7.665823109026205,False
307,si:ch211-217a12.1,0.875867756249405,0.692511510539132,1.05922400195968,4.61738994494819,9.83378329945958,4.10631526136015e-10,2.41191313642963e-08,13.0461875301639,alanine aminotransferase 2-like,308,7.6176383370992955,False
308,si:ch211-57n23.1,0.831773019131973,0.65866773466944,1.00487830359451,6.27527658863155,9.89173119049647,3.64644687071952e-10,2.20398306505392e-08,13.0363340136454,uncharacterized si:ch211-57n23.1,309,7.656791746835629,False
309,dct,4.1478475019876,3.31427472749508,4.98142027648012,-1.18563516814606,10.2437049841747,1.78845525529277e-10,1.22300314300805e-08,13.0333031496753,dopachrome tautomerase,310,7.912572426864533,True
310,plod2,-0.505268626635385,-0.610137377517506,-0.400399875753264,8.39368582489656,-9.91868369054201,3.45096568788724e-10,2.12002439652273e-08,13.0320859518034,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2",311,7.6736591413286845,False
311,kcnk18,-1.01427935946867,-1.22897807476303,-0.79958064417432,2.61295798935134,-9.72536579222592,5.13399294561589e-10,2.92387920431626e-08,13.0222898035463,"potassium channel, subfamily K, member 18",312,7.534040573568672,True
312,pnpla7b,0.879701388244613,0.694270383659153,1.06513239283007,3.7309247235862,9.7663150335513,4.71781912932807e-10,2.72832645142654e-08,13.0038776109123,patatin-like phospholipase domain containing 7b,313,7.564103666430926,False
313,LOC121902238,-4.65758648693832,-5.476337478682,-3.83883549519465,-1.51493742967689,-11.7108088462993,1.07714799558261e-11,1.23064158495313e-09,13.0016639066104,protocadherin Fat 1-like,314,8.909868413634035,True
314,scinla,-1.98446049478143,-2.40536167335429,-1.56355931620856,2.75803411636051,-9.70599624523627,5.34384308242217e-10,3.02500265363578e-08,12.9978192483441,scinderin like a,315,7.519274240033373,True
315,slc20a2,0.798144092392609,0.630481863544462,0.965806321240756,4.50168701965817,9.79995025823026,4.40203925904968e-10,2.57753154990043e-08,12.9821977156685,solute carrier family 20 member 2,316,7.588796010093407,False
316,LOC121888801,2.15451211858098,1.70890923506295,2.600115002099,0.225628596648807,9.95356717556168,3.21387403844543e-10,2.01106837496008e-08,12.9813876353906,homeobox protein HMX3-like,317,7.696573163434558,True
317,gfra4b,2.17478287629928,1.71971410562417,2.6298516469744,-0.118945017651472,9.83822328776072,4.0690546417975003e-10,2.398195309935e-08,12.9768821620851,GDNF family receptor alpha 4b,318,7.620115450689644,True
318,pi4k2b,-0.526421766642724,-0.636236820053554,-0.416606713231894,6.38689391698787,-9.86846861531737,3.8243270428845903e-10,2.26760809501673e-08,12.976863090948,phosphatidylinositol 4-kinase type 2 beta,319,7.644432001312915,False
319,dip2a,-0.696949077968061,-0.842786179191762,-0.55111197674436,5.81087673947056,-9.83809082468646,4.07016122409847e-10,2.398195309935e-08,12.9435344128438,disco-interacting protein 2 homolog A,320,7.620115450689644,False
320,itgav,-0.978722715895399,-1.1827111337368,-0.774734298054003,8.57493927698149,-9.877157109351,3.75686624963588e-10,2.23467945775961e-08,12.9420592344714,"integrin, alpha V",321,7.650784763229967,False
321,LOC121912717,0.585512734145427,0.462182698331479,0.708842769959375,4.74368743386643,9.77339137300145,4.6494993607142503e-10,2.7055176870094e-08,12.8949464332637,oxysterol-binding protein-related protein 3-like,322,7.567749622572103,False
322,si:dkey-151g10.3,-2.25212681716766,-2.73340433083588,-1.77084930349943,2.20026476367485,-9.63329975179381,6.21351485535137e-10,3.43429580662887e-08,12.8595636277793,serine/threonine-protein kinase WNK3,323,7.464162300423259,True
323,kcne4,-1.70362339204195,-2.0675571840262,-1.33968960005769,-0.185070448901819,-9.63671499945616,6.16956292585632e-10,3.42009173200503e-08,12.8301743803335,"potassium voltage-gated channel, Isk-related family, member 4",324,7.465962245356343,True
324,scara3,1.92659156112793,1.52038425262842,2.33279886962744,6.01473846384741,9.76381908585603,4.74216261366423e-10,2.73396618129928e-08,12.8233968175774,"scavenger receptor class A, member 3",325,7.56320686188449,True
325,mlphb,-1.56246270691069,-1.89561487942823,-1.22931053439316,3.37056127518789,-9.65483405742349,5.941678443267611e-10,3.3232605669106e-08,12.8084500202686,melanophilin b,326,7.478435605656303,True
326,f2rl1.2,2.05719252807454,1.61904815474579,2.49533690140329,0.724601199887321,9.66574876212205,5.80860355092811e-10,3.25855702795629e-08,12.7998310785616,"coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2",327,7.486974674020843,True
327,magi1b,-1.67357320218982,-2.03263542878285,-1.3145109755968,2.30592991245999,-9.5951727163994,6.726645580976121e-10,3.63219476226944e-08,12.7835399513847,"membrane associated guanylate kinase, WW and PDZ domain containing 1b",328,7.439830872179831,True
328,col11a2,2.70916379623461,2.13590486110832,3.28242273136091,0.428512712478521,9.72886627075199,5.09698341013057e-10,2.91165177303709e-08,12.7559075709637,"collagen, type XI, alpha 2",329,7.535860566890473,True
329,LOC121888432,-1.72240222334544,-2.08631010116577,-1.35849434552511,7.33163728839173,-9.7436331270146,4.94385645338883e-10,2.83281462896473e-08,12.7103617363144,collagen alpha-1(XVIII) chain-like,330,7.547781843499926,True
330,arrdc1b,-1.25791914726984,-1.52696073628135,-0.988877558258339,3.9060918970017,-9.62522989993431,6.31865383621866e-10,3.46177242483126e-08,12.6876814506881,arrestin domain containing 1b,331,7.460701485821861,True
331,LOC121909225,-3.44347337509673,-4.15722533566659,-2.72972141452687,-2.26364634754041,-9.93178291316577,3.35989006807049e-10,2.08457815249791e-08,12.6673279021249,CCN family member 1-like,332,7.680981818185877,True
332,LOC121890607,-0.892220243279469,-1.08067148238984,-0.703769004169097,8.84690428080614,-9.74654917446781,4.91418252732117e-10,2.82444901884714e-08,12.6629669627374,filamin-C-like,333,7.549066259848945,False
333,LOC121898626,3.47841056322721,2.76622539780157,4.19059572865284,-1.65001853156508,10.0546213760167,2.61730106115411e-10,1.69689861532334e-08,12.6441073478951,extracellular calcium-sensing receptor-like,334,7.770344104718831,True
334,mid1ip1a,0.692636645320295,0.545826126061849,0.83944716457874,7.38809555635892,9.7123895585429,5.273618401791801e-10,2.99429660589009e-08,12.6377566114067,MID1 interacting protein 1a,335,7.523705181975204,False
335,LOC121882333,1.61349637460845,1.26441767617514,1.96257507304176,1.89093157442311,9.51529920386655,7.94793754931027e-10,4.17144274121643e-08,12.6151603612279,transforming growth factor beta-3 proprotein-like,336,7.379713713327771,True
336,LOC121907610,-0.476651969072566,-0.578590234647743,-0.374713703497389,4.59432406592424,-9.62591349553363,6.309676948288811e-10,3.46177242483126e-08,12.5998480673236,4F2 cell-surface antigen heavy chain-like,337,7.460701485821861,False
337,vat1,-2.78470150325892,-3.38759536336658,-2.18180764315127,2.35165333089323,-9.50857839249321,8.060599288858201e-10,4.19531802431489e-08,12.573997764966,vesicle amine transport 1,338,7.377235112077232,True
338,LOC121899485,-0.689866238096957,-0.837384092098281,-0.542348384095634,5.04079545040418,-9.62715819731246,6.29336539146064e-10,3.46177242483126e-08,12.5626982065696,THAP domain-containing protein 5-like,339,7.460701485821861,False
339,LOC121884996,-0.89166962890904,-1.085567004333,-0.697772253485076,2.25194165991425,-9.46694484643572,8.796120391083951e-10,4.51088863787006e-08,12.5185749923266,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like",340,7.345737894373252,False
340,LOC121881170,-0.593267452646883,-0.719175747690142,-0.467359157603623,12.5283861091558,-9.70005022795341,5.41001888725659e-10,3.05323867140141e-08,12.5036374446855,thrombospondin-1-like,341,7.515239245612502,False
341,pdlim5b,-0.582345191876234,-0.706686971429279,-0.458003412323189,6.75624006037452,-9.64142480705284,6.10947535572707e-10,3.40694165893625e-08,12.4892053969216,PDZ and LIM domain 5b,342,7.467635303302974,False
342,LOC121906831,0.96286425718486,0.755395704553494,1.17033280981623,3.06707593472366,9.55411779119108,7.32818547609732e-10,3.8787630301027e-08,12.4833661046951,obscurin-like protein 1,343,7.411306752460386,False
343,crispld2,-1.15148674780967,-1.3986728255287,-0.904300670090652,5.7896027433592,-9.58987046366331,6.80138552288699e-10,3.65150603273162e-08,12.4515759377453,cysteine-rich secretory protein LCCL domain containing 2,344,7.437527977514688,True
344,man2b2,-0.480895317376422,-0.584235553691118,-0.377555081061726,5.48132097443021,-9.57985423483431,6.94491486403435e-10,3.70731822813139e-08,12.4205747789858,"mannosidase, alpha, class 2B, member 2",345,7.430940133476861,False
345,LOC121906032,0.901451069319158,0.708249325313408,1.09465281332491,6.59018419683496,9.6052554406856,6.58684439398023e-10,3.58772393633743e-08,12.4177866851361,myosin-10-like,346,7.445180981887108,False
346,LOC121913050,-0.603843839663582,-0.733390928157667,-0.474296751169496,6.2377959163886,-9.59565856176222,6.719839583572501e-10,3.63219476226944e-08,12.4117000264057,ankyrin repeat and IBR domain-containing protein 1-like,347,7.439830872179831,False
347,LOC121881107,-0.892769156562459,-1.08696602686948,-0.698572286255443,3.37081885444849,-9.46400049670577,8.85068388563212e-10,4.51692809640321e-08,12.4073343740354,CD109 antigen-like,348,7.345156822784602,False
348,LOC121899381,-0.579166591220764,-0.703459918364333,-0.454873264077194,6.23389461678932,-9.59253718696114,6.76368943061735e-10,3.64170255349073e-08,12.4034777054284,integrin-linked protein kinase,349,7.438695529340945,False
349,limd2,-0.788707664919977,-0.958849551267329,-0.618565778572626,5.06757282674543,-9.54294940049249,7.50121872621126e-10,3.9591643738879e-08,12.3918997066349,LIM domain containing 2,350,7.402396467131207,False
350,serpine1,-1.00390404575582,-1.21906204252694,-0.788746048984699,8.80494173018619,-9.60533498458514,6.58575345664143e-10,3.58772393633743e-08,12.3657976448271,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",351,7.445180981887108,True
