,gene_id,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,description,hit_num,neg_log_p_adj,sig
853,flna,-0.76623548055257,-1.00494119316844,-0.527529767936697,10.3272762530006,-6.57390887964644,3.87376628074138e-07,9.89616821098205e-06,5.3538622548117,"filamin A, alpha (actin binding protein 280)",854,5.004532931357874,False
854,LOC121889057,-1.1451846260046,-1.52771607578172,-0.76265317622748,2.0262825768376,-6.13101808295239,1.26225511399792e-06,2.69126436305589e-05,5.33863268074501,uncharacterized LOC121889057,855,4.570043639368449,True
855,nap1l1,0.316306220478551,0.216899676375057,0.415712764582045,9.07752954495893,6.51653889250564,4.50954160663818e-07,1.11589936720349e-05,5.33166374507942,nucleosome assembly protein 1-like 1,856,4.952374968694864,False
856,phyhd1,1.22608845472592,0.818892475516578,1.63328443393527,2.8092846936817,6.16655424871512,1.14736687286626e-06,2.48663400732619e-05,5.30813330494505,phytanoyl-CoA dioxygenase domain containing 1,857,4.604388131213949,True
857,LOC121898600,-0.483616692790331,-0.638178320006257,-0.329055065574406,7.57568276104718,-6.40801966620327,6.01669640667372e-07,1.43310732527076e-05,5.29821208792421,uncharacterized LOC121898600,858,4.843721284112441,False
858,nacad,-0.954239920184774,-1.26844043917103,-0.640039401198514,3.63851792747564,-6.21977848160056,9.94752857394388e-07,2.20432762399237e-05,5.29737390931218,NAC alpha domain containing,859,4.656723856863021,False
859,phyh,0.781476695054726,0.523610284844097,1.03934310526535,4.53689098730433,6.20648187107664,1.03083956399669e-06,2.27917240819986e-05,5.25654826441644,phytanoyl-CoA 2-hydroxylase,860,4.642222821332234,False
860,napepld,1.42377272992729,0.944109264588482,1.9034361952661,2.33080804039471,6.07894570195716,1.45197559604764e-06,3.04961264166684e-05,5.25136258187976,N-acyl phosphatidylethanolamine phospholipase D,861,4.515755320741803,True
861,LOC121896668,0.761059076066752,0.521180010658658,1.00093814147485,6.27329012682621,6.49755936110218,4.74239693610642e-07,1.16597653521132e-05,5.23891034193493,netrin-4-like,862,4.933310189483337,False
862,sh3pxd2b,-0.468104615385983,-0.61820770687173,-0.318001523900237,7.92142932979912,-6.38671476441059,6.3679623120806e-07,1.50767050082657e-05,5.20824050356732,SH3 and PX domains 2B,863,4.821693562517163,False
863,mesd,0.54133810140231,0.367497174157576,0.715179028647043,6.54236259675677,6.37735804150365,6.52873185170559e-07,1.54203173148907e-05,5.20784555793207,mesoderm development LRP chaperone,864,4.811906689405156,False
864,LOC121907573,-1.72582476396463,-2.29824135302758,-1.15340817490168,7.89441009852936,-6.17459844782656,1.12286351824464e-06,2.4523936109436e-05,5.20337515709948,titin-like,865,4.610409823981581,True
865,ism1,0.52284771887859,0.354784936669547,0.690910501087633,4.71776645238757,6.37129777568165,6.63504930539815e-07,1.56153272554967e-05,5.19935107665042,isthmin 1,866,4.806448909687571,False
866,sh3rf2,1.65956898074371,1.09852924219868,2.22060871928874,2.85951571673729,6.05795328081963,1.53639167785026e-06,3.21322552179882e-05,5.19486971611155,SH3 domain containing ring finger 2,867,4.493058792208951,True
867,LOC121888790,-0.426954466853092,-0.564934312877207,-0.288974620828977,6.16620730037776,-6.33709386644182,7.26885761234581e-07,1.68456415782238e-05,5.19377033057646,oxysterol-binding protein 1-like,868,4.7735124439540835,False
868,nrp1a,-0.82516848693818,-1.0917553040537,-0.558581669822654,5.69065942565329,-6.33910870053865,7.22987626545162e-07,1.68145777956647e-05,5.18507489075536,neuropilin 1a,869,4.774314033096005,False
869,tnfaip3,-1.00228601255836,-1.33463087597016,-0.669941149146556,4.45567624260888,-6.17627938496454,1.11781048134401e-06,2.44677672731039e-05,5.1832375274476,"tumor necrosis factor, alpha-induced protein 3",870,4.611405658977221,True
870,rtn3,-0.357936161770031,-0.471353368259391,-0.244518955280672,8.43587108671242,-6.46324866205508,5.19475061162129e-07,1.25861021575424e-05,5.18114941103325,reticulon 3,871,4.900108747538725,False
871,rin2a,0.711030605710371,0.474955021506878,0.947106189913864,4.13738054882979,6.16824274115519,1.14217910097924e-06,2.48357841560227e-05,5.17445968974761,Ras and Rab interactor 2a,872,4.604922123196148,False
872,lrpap1,0.49758609904392,0.336806912903039,0.658365285184801,6.03008692456308,6.33815196259598,7.24835997012309e-07,1.68182860891204e-05,5.16915024332435,low density lipoprotein receptor-related protein associated protein 1,873,4.7742182641839594,False
873,hdlbpb,-0.711265041339419,-0.944639248882399,-0.477890833796439,4.7845813737297,-6.2416992940661,9.38028870921143e-07,2.09273816655054e-05,5.15514731696631,high density lipoprotein binding protein b,874,4.679285105123132,False
874,bace1,-0.937859957644051,-1.25245759194506,-0.62326232334304,3.48036046366852,-6.10529672145687,1.35261306299262e-06,2.85918915630659e-05,5.1522914020979,beta-secretase 1,875,4.543757111930325,False
875,twist1b,0.743467987000642,0.501476363576881,0.985459610424403,5.04705368714927,6.29196320658712,8.20006166487535e-07,1.85673497307315e-05,5.14062880865473,twist family bHLH transcription factor 1b,876,4.731250082230095,False
876,mpdu1b,-0.521472596686049,-0.68985031946664,-0.353094873905459,5.95313937988623,-6.34265507131699,7.16177761848207e-07,1.66758651938257e-05,5.13289450948174,mannose-P-dolichol utilization defect 1b,877,4.777911624328557,False
877,nr1d4a,-5.10978377432191,-6.67707770973302,-3.54248983891079,0.472519987066768,-6.67692202194038,2.95114217901436e-07,7.88650759546357e-06,5.12807804270611,"nuclear receptor subfamily 1, group D, member 4a",878,5.103115274078102,True
878,LOC121900514,-2.25028222180735,-3.01313542407739,-1.48742901953732,0.791236978253911,-6.04115877220196,1.60748756282286e-06,3.33306865848629e-05,5.12612089519264,carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like,879,4.477155740136465,True
879,LOC121905953,-1.07709082083777,-1.43617187516242,-0.718009766513115,5.9191711258884,-6.14305024556443,1.22210703003555e-06,2.61698098223248e-05,5.12115907518629,"threonine--tRNA ligase 1, cytoplasmic-like",880,4.58219943339432,True
880,dip2a,-0.561265982189084,-0.744527045939603,-0.378004918438565,5.81073269040767,-6.27224121866675,8.64409348333392e-07,1.94610515614511e-05,5.11439129418656,disco-interacting protein 2 homolog A,881,4.710833696698859,False
881,gusb,0.573950123929919,0.386652343188749,0.761247904671089,5.83302644167318,6.27575176522543,8.56331057307191e-07,1.93232964670623e-05,5.11395233086918,"glucuronidase, beta",882,4.713918782924017,False
882,pfdn2,-0.389105063473266,-0.514656931914517,-0.263553195032015,7.06984873985615,-6.34699179116613,7.0793847313972e-07,1.65230326239782e-05,5.10462821618076,prefoldin subunit 2,883,4.78191023964356,False
883,dusp8a,-0.786363828437929,-1.04692845750293,-0.52579919937293,4.18256330183791,-6.1806236836726,1.10485746156645e-06,2.42111098411262e-05,5.10312393010133,dual specificity phosphatase 8a,884,4.615985301973827,False
884,LOC121901058,-1.03964582029884,-1.3912571277997,-0.688034512797973,3.56362682102646,-6.05545544773353,1.54676102504194e-06,3.23148526863105e-05,5.08945704766185,AP-1 complex subunit sigma-2,885,4.4905978195546545,True
885,LOC121897876,2.69405467582102,1.77785698645871,3.61025236518332,0.279970673147451,6.02200965907407,1.69261941822724e-06,3.47727501732059e-05,5.08896075136709,immunoglobulin-like domain-containing receptor 2,886,4.458760959652823,True
886,igfn1.4,0.931535149620301,0.621087646319031,1.24198265292157,4.07365065978637,6.14518992324108,1.21510394924213e-06,2.60764745233442e-05,5.0836630244902,"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 4",887,4.5837511245410845,False
887,fign,3.73706425430164,2.48724441781948,4.98688409078379,0.156606535507993,6.12360806342418,1.2876415439895e-06,2.73063080973774e-05,5.07934493271094,fidgetin,888,4.563737013932858,True
888,gjb3,0.539571725865891,0.363433961673655,0.715709490058128,4.18673544603625,6.27365943302023,8.61136577280045e-07,1.9409526373848e-05,5.07858995047325,gap junction protein beta 3,889,4.711985062021936,False
889,mapre2,0.421822150253215,0.285636482887136,0.558007817619295,6.78713479481368,6.34340167088541,7.14752414420048e-07,1.66623488382886e-05,5.07266676780891,"microtubule-associated protein, RP/EB family, member 2",890,4.778263777502761,False
890,LOC121894576,2.59705746541096,1.711448838553,3.48266609226893,0.968956082275895,6.00570444113102,1.76869229132769e-06,3.61473050461811e-05,5.07255812772783,tripartite motif-containing protein 16-like protein,891,4.441924075885384,True
891,syne3,0.611935499443249,0.413434881405471,0.810436117481027,6.03683033677096,6.31346851879144,7.74214342234061e-07,1.77340943757725e-05,5.06199621635837,"spectrin repeat containing, nuclear envelope family member 3",892,4.751190984674249,False
892,LOC121909664,0.849409352157629,0.568267523345315,1.13055118096994,4.32797019240763,6.18750848113146,1.08463995314214e-06,2.38475687356403e-05,5.05772212153113,roundabout homolog 1-like,893,4.622555890775543,False
893,LOC121909099,0.698582427240712,0.466815472962522,0.930349381518902,4.47598127734272,6.17291614856542,1.12794379012457e-06,2.46076409611027e-05,5.05098775366828,protein FAM102B-like,894,4.608930018425697,False
894,prickle2b,1.03690333105621,0.688726564456401,1.38508009765603,5.04458389526499,6.09905733862412,1.37550067362193e-06,2.90445656158155e-05,5.04167626071423,prickle homolog 2b,895,4.536935114352671,True
895,prkacab,-1.63027864311137,-2.18902169643757,-1.07153558978516,2.73011922924589,-5.97549568305511,1.91888583215054e-06,3.86165983486458e-05,5.03978257917887,"protein kinase, cAMP-dependent, catalytic, alpha, genome duplicate b",896,4.413225984919064,True
896,b4galt5,0.630844429233248,0.42677295877476,0.834915899691736,5.68192086293103,6.33088191308011,7.39038658106098e-07,1.70671199240849e-05,5.03795157062266,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",897,4.767839759881621,False
897,cbx4,1.23786781475162,0.817265767409146,1.65846986209409,2.53985874611962,6.02735988422058,1.66838504947744e-06,3.44182949223788e-05,5.03496289025389,"chromobox homolog 4 (Pc class homolog, Drosophila)",898,4.4632106483647656,True
898,chd7,-0.709035806038566,-0.943451426504955,-0.474620185572177,5.38162425259158,-6.19449424828017,1.0645084432964e-06,2.34310664271112e-05,5.03229841763072,chromodomain helicase DNA binding protein 7,899,4.63020794474192,False
899,rela,-0.656310100029642,-0.874163635126836,-0.438456564932448,4.79892845224264,-6.1697662507485,1.13751859541388e-06,2.47891068936492e-05,5.0226552025708,v-rel avian reticuloendotheliosis viral oncogene homolog A,900,4.605739119789136,False
900,lsg1,-0.476979894609381,-0.633040084814639,-0.320919704404122,5.98602325217802,-6.25939236541939,8.94640206728828e-07,2.00729171298134e-05,5.01224264812594,large 60S subunit nuclear export GTPase 1,901,4.697389508363545,False
901,LOC121892072,-1.15196640680238,-1.54164760677597,-0.762285206828782,2.88161950066191,-6.05416976814571,1.55212586449408e-06,3.23926204228067e-05,5.00028684512443,"H-2 class II histocompatibility antigen, I-E beta chain-like",902,4.489553918024621,True
902,si:ch211-222l21.1,0.978764637986678,0.656963461693222,1.30056581428013,4.99233760960095,6.22895046802696,9.70607921086626e-07,2.16297507566897e-05,4.9985538196912,prothymosin alpha,903,4.664948484981527,False
903,tktb,0.348174370194398,0.236963055725947,0.459385684662849,9.14127654389694,6.41168324976277,5.95830156471152e-07,1.42091443118791e-05,4.99276347344398,transketolase b,904,4.847432074909869,False
904,soat1,-1.63899735074192,-2.20115156372475,-1.07684313775908,2.10311233003707,-5.97099924488304,1.94231805811325e-06,3.89292649818187e-05,4.9891170468037,sterol O-acyltransferase 1,905,4.40972379605974,True
905,foxred2,0.641788965519848,0.430483021340039,0.853094909699657,4.58587308094549,6.22020597487263,9.93614104136075e-07,2.20428091808455e-05,4.98406427859341,FAD-dependent oxidoreductase domain containing 2,906,4.656733058912986,False
906,ckap4,0.463515306609418,0.313023995495358,0.614006617723479,6.30381721520931,6.30778510013513,7.86058349723328e-07,1.79845043773126e-05,4.97760270208182,cytoskeleton associated protein 4,907,4.745101526105916,False
907,antxr1c,-1.32599649342015,-1.77392076556467,-0.878072221275633,6.18378718367359,-6.06264325000266,1.51711148595207e-06,3.17627099001557e-05,4.97698773623789,ANTXR cell adhesion molecule 1c,908,4.498082451947771,True
908,LOC121882400,-0.706502973741451,-0.941758241076647,-0.471247706406255,4.64368293599957,-6.15033642742638,1.19842542091498e-06,2.57746413863524e-05,4.97630407835284,NF-kappa-B inhibitor alpha-like,909,4.588807368527928,False
909,scarb2c,0.832963364979507,0.556099232016492,1.10982749794252,5.51035619282885,6.16145722315475,1.16317217332242e-06,2.51260477571355e-05,4.96974808633116,"scavenger receptor class B, member 2c",910,4.599875819097636,False
910,pde10a,2.85408749896134,1.87992457147131,3.82825042645138,1.10346278843112,6.00011977130866,1.79553473289732e-06,3.64791471248966e-05,4.96165735877386,phosphodiesterase 10A,911,4.437955323942335,True
911,commd5,0.847850302645752,0.563101416547606,1.1325991887439,3.982785627229,6.09791519330338,1.37973256315213e-06,2.91027653588089e-05,4.94338682386571,COMM domain containing 5,912,4.536065742182116,False
912,anxa11a,0.446022721997815,0.300874066665179,0.591171377330451,7.35064881503845,6.29315170869711,8.1740528952905e-07,1.85297323219447e-05,4.93448852370563,annexin A11a,913,4.732130854396268,False
913,hunk,-2.55905737464454,-3.4307587687009,-1.68735598058818,3.55400300432233,-6.0122428825799,1.73778035174186e-06,3.55893085119969e-05,4.92861238797612,hormonally up-regulated Neu-associated kinase,914,4.448680450106339,True
914,LOC121895716,5.27261935418449,3.59708963605456,6.94814907231442,-4.37448295081071,6.44463786723805,5.45817282291965e-07,1.30956307072532e-05,4.91942646614205,cadherin-2-like,915,4.882873580393876,True
915,si:ch211-79k12.2,0.738903093537188,0.492598846777424,0.985207340296952,3.56671525060408,6.143838898697,1.21952106093468e-06,2.61428199606019e-05,4.91460372339426,uncharacterized LOC121905287,916,4.582647567969174,False
916,bmp16,2.96156307688033,1.94513956906662,3.97798658469404,-1.88412223519433,5.96719898816211,1.96234756383586e-06,3.92018023851802e-05,4.91422243539851,bone morphogenetic protein 16,917,4.40669396491977,True
917,ptprq,-1.15622311767572,-1.54801211186844,-0.764434123482993,1.62791162607726,-6.04384963407853,1.5958765408492e-06,3.31303969880294e-05,4.91413647199494,protein tyrosine phosphatase receptor type Q,918,4.479773360113283,True
918,keap1b,0.714744548798037,0.477290504919662,0.952198592676412,5.13124062150558,6.16446677437756,1.15381345554076e-06,2.49786047971184e-05,4.90229495134193,kelch-like ECH-associated protein 1b,919,4.602431823201061,False
919,LOC121909390,1.04727743104469,0.690991375481434,1.40356348660794,4.7011011389205,6.01987057038406,1.70240790523672e-06,3.49374492269288e-05,4.90210381342786,B-cell CLL/lymphoma 6 member B protein-like,920,4.456708805910272,True
920,cep170ba,-0.743860809489784,-0.989779936338369,-0.497941682641199,6.28350936559246,-6.19474743698348,1.06378594903771e-06,2.34310664271112e-05,4.88760282610875,centrosomal protein 170Ba,921,4.63020794474192,False
921,ccdc22,0.59377969303337,0.397783970346893,0.789775415719847,6.13776484662892,6.20444560876408,1.03648175939214e-06,2.28908099201924e-05,4.88341652027442,coiled-coil domain containing 22,922,4.640338840892622,False
922,add1,0.60942564860507,0.40889348951159,0.809957807698551,6.3532583300332,6.22387601939744,9.83891991027774e-07,2.18717041366892e-05,4.87734867128107,adducin 1 (alpha),923,4.66011737753267,False
923,eif2b1,-0.571175131663819,-0.760950251363134,-0.381400011964503,5.6629986726343,-6.16388107474307,1.15562880020749e-06,2.4990472804487e-05,4.85601683057923,"eukaryotic translation initiation factor 2B, subunit 1 alpha",924,4.602225527209392,False
924,mdfi,0.858853452480227,0.571803155606058,1.1459037493544,4.3136916554458,6.127527935506,1.27414853741197e-06,2.71076132198909e-05,4.84900474752364,MyoD family inhibitor,925,4.566908719640595,False
925,adra1d,1.83777668977168,1.19944764804353,2.47610573149983,-1.35522114111728,5.89620221192939,2.37738683815527e-06,4.60577831258332e-05,4.83822936161775,adrenoceptor alpha 1D,926,4.3366969695282735,True
926,ankrd50,-0.60312382422751,-0.802914596154173,-0.403333052300846,5.83676333765925,-6.18237427976524,1.09968088581109e-06,2.41513434632142e-05,4.83819362961737,ankyrin repeat domain 50,927,4.617058705805542,False
927,clcn5b,0.646282545304292,0.428605961565477,0.863959129043107,4.59146714714041,6.08043917271971,1.44615170684339e-06,3.04061875931401e-05,4.82889583180448,"chloride channel, voltage-sensitive 5b",928,4.51703802941378,False
928,me2,0.554139603114962,0.371532591398032,0.736746614831891,6.63864021074027,6.21478307415818,1.00815789416997e-06,2.23152525127051e-05,4.82620192549654,"malic enzyme 2, NAD(+)-dependent, mitochondrial",929,4.651398194449534,False
929,fdps,0.878265560620309,0.577077286456762,1.17945383478386,3.87888318181417,5.9718931357459,1.93763682678321e-06,3.88749476071399e-05,4.82552003092803,"farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)",930,4.4103301832755974,False
930,mfsd10,1.12710864370306,0.742395116808952,1.51182217059717,3.10676988402746,6.00001806579295,1.79602737340405e-06,3.64791471248966e-05,4.81660542777873,major facilitator superfamily domain containing 10,931,4.437955323942335,True
931,dph7,-0.957581174487807,-1.28426716649838,-0.630895182477234,3.93244325048553,-6.00301351628119,1.78157509343427e-06,3.62977520585854e-05,4.81477598048784,diphthamide biosynthesis 7,932,4.440120270247133,False
932,LOC121889662,-1.19783292040194,-1.61133050552383,-0.784335335280044,2.10578852006357,-5.93263325226503,2.15438595444688e-06,4.25470542787042e-05,4.80900629001836,protein NLRC3-like,933,4.37113050267197,True
933,nfatc4,0.899107311506191,0.593491744161771,1.20472287885061,3.63643837366853,6.02504495072794,1.6788274312241e-06,3.45975283161982e-05,4.79550492145485,nuclear factor of activated T cells 4,934,4.460954926553438,False
934,slc39a1,0.810695915015203,0.535995349100107,1.0853964809303,4.17843668024149,6.04397507965785,1.59533731819219e-06,3.31303969880294e-05,4.78611068335298,solute carrier family 39 member 1,935,4.479773360113283,False
935,LOC121906214,0.599867316959096,0.39964441294575,0.800090220972441,5.09585784782016,6.1357220677064,1.24640272510842e-06,2.66322367763687e-05,4.78599197724199,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like,936,4.5745923566988935,False
936,hivep1,1.32474124180022,0.867423760922915,1.78205872267752,2.8556762889526,5.93249647564985,2.15518239653309e-06,4.25470542787042e-05,4.77643616225706,HIVEP zinc finger 1,937,4.37113050267197,True
937,pax3b,0.421207475972915,0.283275682642807,0.559139269303023,7.71287560645636,6.25397185624822,9.07712583817506e-07,2.02969473674023e-05,4.77081739203895,paired box 3b,938,4.6925692744603,False
938,pef1,0.338077484706967,0.227431730599674,0.448723238814261,6.39600426865694,6.25757019342196,8.99013247314161e-07,2.01362259601645e-05,4.76770523320873,penta-EF-hand domain containing 1,939,4.696021923964364,False
939,LOC121882289,0.731480924748366,0.486222147673084,0.976739701823648,3.4288026257555,6.10805137524254,1.3426312225779e-06,2.8440338569559e-05,4.76681471586676,ribonucleoside-diphosphate reductase subunit M2,940,4.5460652378291915,False
940,lrp5,0.94098887723465,0.621073012234797,1.2609047422345,3.52503269695035,6.02383332327669,1.68431924355128e-06,3.4674471942921e-05,4.74037495202133,low density lipoprotein receptor-related protein 5,941,4.459990144069293,False
941,rap1gds1,-0.606713942036442,-0.808139541905335,-0.405288342167549,6.21446734992582,-6.16869849201489,1.14078291070889e-06,2.483280415563e-05,4.74010488132096,"RAP1, GTP-GDP dissociation stimulator 1",942,4.604974236524598,False
942,LOC121906794,1.00348815568893,0.656919982029278,1.35005632934858,0.530216594774565,5.9299059795515,2.17032297494029e-06,4.28031097117725e-05,4.73958166531339,disintegrin and metalloproteinase domain-containing protein 23,943,4.36852467767835,True
943,LOC121907029,0.486741812139965,0.328562172191647,0.644921452088283,10.1715536226918,6.30191159449878,7.9849136253081e-07,1.81636062881576e-05,4.72635197504584,follistatin-related protein 1-like,944,4.74079792037676,False
944,ubap2a,0.513536128446234,0.343004239458203,0.684068017434265,6.29046623752924,6.16722274392143,1.1453101245767e-06,2.4849071811773e-05,4.71511792989357,ubiquitin associated protein 2a,945,4.604689828844279,False
945,pi4k2b,-0.516172585755316,-0.687790843849232,-0.3445543276614,6.38674986792499,-6.15964495591888,1.16884473895378e-06,2.52209583606636e-05,4.70583739287923,phosphatidylinositol 4-kinase type 2 beta,946,4.598238414874751,False
946,LOC121912188,0.551856741392309,0.368998597668457,0.734714885116161,6.59577063876768,6.18068029878775,1.10468966344927e-06,2.42111098411262e-05,4.70164655083521,ATP-binding cassette sub-family C member 2-like,947,4.615985301973827,False
947,lrrfip1a,-0.44189907416412,-0.588461413381637,-0.295336734946602,6.66972328679754,-6.17482904256232,1.12216896585155e-06,2.4523936109436e-05,4.68953580004249,leucine rich repeat (in FLII) interacting protein 1a,948,4.610409823981581,False
948,LOC121880911,0.800645624723551,0.529494060420652,1.07179718902645,3.31918211675263,6.04717385808874,1.58164954660328e-06,3.29390626801582e-05,4.68893699951452,disheveled-associated activator of morphogenesis 1-like,949,4.482288763351659,False
949,LOC121889732,-0.942266473879908,-1.26872412339845,-0.615808824361369,2.54245007610007,-5.91113834997588,2.28326999178261e-06,4.46289898691146e-05,4.68176753416866,"DLA class II histocompatibility antigen, DR-1 beta chain-like",950,4.350382942853268,False
950,khdrbs1a,0.407681226980511,0.273593581792686,0.541768872168336,7.64565645951672,6.22667479302269,9.76542665148225e-07,2.17374429368547e-05,4.67963681793213,"KH domain containing, RNA binding, signal transduction associated 1a",951,4.6627915450578525,False
951,fam89a,0.828234488816593,0.551366247693603,1.10510272993958,5.33073650416773,6.12638666725708,1.27806219417183e-06,2.71615760705354e-05,4.66391175048864,family with sequence similarity 89 member A,952,4.566045033401936,False
952,aldh6a1,1.19467132269477,0.777542535588589,1.61180010980095,3.38949046411585,5.86546585130811,2.58357613616836e-06,4.94141140042965e-05,4.65813509654252,"aldehyde dehydrogenase 6 family, member A1",953,4.306148987134942,True
953,hacd1,-4.22940145874319,-5.66451843694374,-2.79428448054265,4.79492353560455,-6.03553597347624,1.63202623556993e-06,3.37034779245132e-05,4.65480009851418,3-hydroxyacyl-CoA dehydratase 1,954,4.472325281161624,True
954,socs3a,0.735975368132751,0.4868119799737,0.985138756291801,5.9442532188372,6.04927441630459,1.57272575835738e-06,3.27878408100679e-05,4.65148910081155,suppressor of cytokine signaling 3a,955,4.484287182145772,False
955,stat5a,-1.0282585662856,-1.38083416233049,-0.67568297024071,4.68200333343247,-5.97274979305062,1.93316128012656e-06,3.88642270811989e-05,4.64928573770141,signal transducer and activator of transcription 5a,956,4.410449964976586,True
956,LOC121885487,1.4613807311023,0.949212873340281,1.97354858886431,4.30791749741212,5.84353017865735,2.74168375490122e-06,5.18422694287267e-05,4.64216379560703,EMILIN-1-like,957,4.285315995200732,True
957,dnttip2,-0.41563959096034,-0.554473110673306,-0.276806071247374,6.59526994559748,-6.13121872118549,1.26157481935854e-06,2.69126436305589e-05,4.63460774536097,"deoxynucleotidyltransferase, terminal, interacting protein 2",958,4.570043639368449,False
958,ogdhb,2.82733741767855,1.84442835739272,3.81024647796438,-0.63795545650549,5.89099340973976,2.41112225721983e-06,4.66197579969504e-05,4.62987290557094,oxoglutarate dehydrogenase b,959,4.331429985231183,True
959,hells,0.529578393217345,0.352004636004122,0.707152150430568,3.5813378865509,6.10767202906192,1.34400139675636e-06,2.8440338569559e-05,4.62909070923508,"helicase, lymphoid specific",960,4.5460652378291915,False
960,LOC121898485,0.792418334566951,0.5206817870314,1.0641548821025,4.74220565084381,5.97214985450492,1.93629452011764e-06,3.88749476071399e-05,4.62679408926797,AN1-type zinc finger protein 3-like,961,4.4103301832755974,False
961,si:dkey-195m11.8,1.00647047719418,0.658029908830004,1.35491104555836,3.86053666181797,5.91556950160071,2.25607835138898e-06,4.42730121851676e-05,4.61983424636811,fidgetin,962,4.353860929096511,True
962,nfat5b,0.778484795983558,0.519435144697981,1.03753444726913,6.08709937954151,6.15447989832881,1.18516587832282e-06,2.55172941618807e-05,4.61443537689394,nuclear factor of activated T cells 5b,963,4.5931653798281085,False
963,nav2a,0.991386317632593,0.649912012430382,1.3328606228348,4.72386388321138,5.94578396190814,2.07918194125958e-06,4.12116846688658e-05,4.60446614702136,neuron navigator 2a,964,4.384979631837027,False
964,LOC121905566,0.595284451577364,0.394607687254503,0.795961215900225,4.68237977007543,6.07507555743624,1.46717807368523e-06,3.07826446481065e-05,4.60409720817384,acidic leucine-rich nuclear phosphoprotein 32 family member E-like,965,4.511694071095199,False
965,LOC121909171,-5.37205632881993,-7.13027631166914,-3.61383634597072,0.566037891427324,-6.25736632466186,8.99503857159768e-07,2.01362259601645e-05,4.60098911615726,vimentin A2-like,966,4.696021923964364,True
966,mcm7,0.549353736970578,0.366553871987189,0.732153601953967,5.94320411788508,6.15460870785204,1.18475606127562e-06,2.55172941618807e-05,4.59253218297872,minichromosome maintenance complex component 7,967,4.5931653798281085,False
967,sorcs2,-0.598731871082785,-0.801768952560427,-0.395694789605142,6.1002246438087,-6.03922554024135,1.61588210252464e-06,3.3440112094429e-05,4.57768639409537,sortilin-related VPS10 domain containing receptor 2,968,4.475732275434266,False
968,col18a1a,0.983794000823809,0.642168246740274,1.32541975490734,2.63161096873296,5.89763377931207,2.36819888652187e-06,4.60401785755738e-05,4.57373664006267,collagen type XVIII alpha 1 chain a,969,4.336863000545375,False
969,anos1a,1.35096053489342,0.87671826940072,1.82520280038611,0.691392499860489,5.83400289296118,2.81336277056423e-06,5.29944035922328e-05,4.55412599501757,anosmin 1a,970,4.27576999110377,True
970,LOC121884904,3.41649449701676,2.24123017388945,4.59175882014408,-0.995034936228319,5.95345955082833,2.03651920761228e-06,4.0610952287694e-05,4.55262848379522,interferon-induced very large GTPase 1-like,971,4.391356826603494,True
971,fabp4a,2.2488224298133,1.45366406375095,3.04398079587565,-1.10771493348751,5.79196282994537,3.15293434206544e-06,5.84418901261415e-05,4.54719531462789,fatty acid binding protein 4a,972,4.233275746569381,True
972,si:dkey-82f1.1,1.35110642527261,0.877759114135478,1.82445373640974,3.64843427679125,5.84566440604565,2.72588110843507e-06,5.17837332133488e-05,4.54487565589787,DENN domain-containing protein 2A,973,4.28580664344318,True
973,anp32e,1.04397988726444,0.679424998781648,1.40853477574723,3.84124920943457,5.86480315398572,2.58821517931438e-06,4.94141140042965e-05,4.54361849923716,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",974,4.306148987134942,True
974,marco,0.737415309633604,0.483459803725605,0.991370815541602,2.67934999736355,5.94673726580009,2.07383453608942e-06,4.11470470027721e-05,4.53500510148346,macrophage receptor with collagenous structure,975,4.3856613273148835,False
975,LOC121882323,-1.06890612029228,-1.44269510040691,-0.695117140177647,3.59300160483246,-5.85648863229243,2.64713841186081e-06,5.04414142596318e-05,4.52464290799639,ectonucleoside triphosphate diphosphohydrolase 5-like,976,4.297212745323707,True
976,fbxo22,0.748791991550832,0.491042926821317,1.00654105628035,4.15531537383895,5.94960765525534,2.05781727830046e-06,4.09115648816953e-05,4.5223166153125,F-box protein 22,977,4.388153908267769,False
977,xrn1,-0.564377651665768,-0.7524119421963,-0.376343361135235,8.19812141532504,-6.14691187313952,1.20949756397025e-06,2.59844345932694e-05,4.50922235920462,5'-3' exoribonuclease 1,978,4.5852867287427825,False
978,olfml2ba,-1.17082799306544,-1.57847113156292,-0.763184854567953,6.60727259252227,-5.88216489801706,2.46940875300364e-06,4.74675238077366e-05,4.50082597271779,olfactomedin-like 2Ba,979,4.323603423109641,True
979,LOC121886250,4.50193632874598,2.96302754816826,6.0408451093237,-0.252459780234776,5.99115706513077,1.83947676848327e-06,3.72465716920195e-05,4.48649198116245,ras-GEF domain-containing family member 1B-B-like,980,4.428913695097104,True
