tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
8240,Thunnus maccoyii,121907917,0,live,adcyap1r1a,,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,,12,NC_056544.1,19872775,19900646,minus,15,
8240,Thunnus maccoyii,121907668,0,live,ackr3a,,atypical chemokine receptor 3a,atypical chemokine receptor 3a,,11,NC_056543.1,20268078,20273963,minus,2,
8240,Thunnus maccoyii,121907574,0,live,gpr39,,G protein-coupled receptor 39,G-protein coupled receptor 39,,11,NC_056543.1,6291068,6333473,minus,2,
8240,Thunnus maccoyii,121907473,0,live,calcrla,,calcitonin receptor-like a,calcitonin gene-related peptide type 1 receptor,,11,NC_056543.1,7596109,7625132,plus,13,
8240,Thunnus maccoyii,121907432,0,live,gpr18,,G protein-coupled receptor 18,N-arachidonyl glycine receptor,,11,NC_056543.1,23900809,23902568,minus,1,
8240,Thunnus maccoyii,121907271,0,live,htr1fa,,5-hydroxytryptamine (serotonin) receptor 1Fa,5-hydroxytryptamine receptor 1F,,11,NC_056543.1,13618853,13639537,minus,3,
8240,Thunnus maccoyii,121907265,0,live,pth2ra,,parathyroid hormone 2 receptor a,parathyroid hormone 2 receptor a,,11,NC_056543.1,9736075,9801627,minus,12,
8240,Thunnus maccoyii,121907137,0,live,nr0b1,,"nuclear receptor subfamily 0, group B, member 1",nuclear receptor subfamily 0 group B member 1,,11,NC_056543.1,22763620,22765493,plus,2,
8240,Thunnus maccoyii,121906810,0,live,edar,,ectodysplasin A receptor,tumor necrosis factor receptor superfamily member EDAR,,11,NC_056543.1,13792386,13840261,minus,14,
8240,Thunnus maccoyii,121906730,0,live,si:dkey-100n23.5,,cyclic AMP receptor-like protein A,cyclic AMP receptor-like protein A,,11,NC_056543.1,23322658,23373148,minus,13,
8240,Thunnus maccoyii,121906707,0,live,trpm2,,"transient receptor potential cation channel, subfamily M, member 2",transient receptor potential cation channel subfamily M member 2,,11,NC_056543.1,15802194,15828603,plus,34,
8240,Thunnus maccoyii,121906633,0,live,tlr7,,toll-like receptor 7,toll-like receptor 7,,11,NC_056543.1,19824708,19828256,plus,2,
8240,Thunnus maccoyii,121906563,0,live,gpr34b,,G protein-coupled receptor 34b,probable G-protein coupled receptor 34b,,11,NC_056543.1,24923832,24927572,plus,3,
8240,Thunnus maccoyii,121906434,0,live,ptpn23a,,"protein tyrosine phosphatase, non-receptor type 23, a",tyrosine-protein phosphatase non-receptor type 23,,10,NC_056542.1,5543809,5563887,plus,24,
8240,Thunnus maccoyii,121906381,0,live,grik5,,"glutamate receptor, ionotropic, kainate 5","glutamate receptor ionotropic, kainate 5",,10,NC_056542.1,13150625,13237976,minus,23,
8240,Thunnus maccoyii,121906308,0,live,tgfbr2b,,transforming growth factor beta receptor 2b,TGF-beta receptor type-2,,10,NC_056542.1,30198474,30242219,minus,10,
8240,Thunnus maccoyii,121905913,0,live,trhra,,thyrotropin-releasing hormone receptor a,thyrotropin-releasing hormone receptor,,10,NC_056542.1,26932713,26942039,plus,2,
8240,Thunnus maccoyii,121905912,0,live,gpr20,,G protein-coupled receptor 20,G-protein coupled receptor 20,,10,NC_056542.1,17429209,17431276,plus,6,
8240,Thunnus maccoyii,121905891,0,live,mc2r,,melanocortin 2 receptor,adrenocorticotropic hormone receptor,,10,NC_056542.1,30049147,30053665,minus,2,
8240,Thunnus maccoyii,121905748,0,live,rorc,,RAR-related orphan receptor C,nuclear receptor ROR-alpha A,,10,NC_056542.1,16417955,16439491,minus,13,
8240,Thunnus maccoyii,121905545,0,live,rtn4rl2a,,reticulon 4 receptor-like 2 a,LOW QUALITY PROTEIN: reticulon-4 receptor-like 2a,,2,NC_056534.1,27150961,27156110,plus,4,
8240,Thunnus maccoyii,121905413,0,live,cnr2,,cannabinoid receptor 2,cannabinoid receptor 2,,10,NC_056542.1,10719666,10721355,plus,2,
8240,Thunnus maccoyii,121905130,0,live,chrna6,,"cholinergic receptor, nicotinic, alpha 6",neuronal acetylcholine receptor subunit alpha-6,,2,NC_056534.1,28555795,28571269,minus,8,
8240,Thunnus maccoyii,121905019,0,live,trpv6,,"transient receptor potential cation channel, subfamily V, member 6",transient receptor potential cation channel subfamily V member 6,,10,NC_056542.1,14483653,14490327,minus,16,
8240,Thunnus maccoyii,121904910,0,live,cxcr3.1,,"chemokine (C-X-C motif) receptor 3, tandem duplicate 1",C-X-C chemokine receptor type 3.1,,10,NC_056542.1,12932954,12936155,plus,3,
8240,Thunnus maccoyii,121904879,0,live,oprd1b,,"opioid receptor, delta 1b","opioid receptor, delta 1b",,10,NC_056542.1,20402854,20407178,minus,3,
8240,Thunnus maccoyii,121904716,0,live,npffr1l2,,neuropeptide FF receptor 1 like 2,neuropeptide FF receptor 1 like 2,,9,NC_056541.1,29450306,29458025,plus,3,
8240,Thunnus maccoyii,121904695,0,live,grb2a,,growth factor receptor-bound protein 2a,growth factor receptor-bound protein 2a,,2,NC_056534.1,36478590,36496465,plus,5,
8240,Thunnus maccoyii,121904665,0,live,trpv4,,"transient receptor potential cation channel, subfamily V, member 4",transient receptor potential cation channel subfamily V member 4,,9,NC_056541.1,19586073,19600014,plus,17,
8240,Thunnus maccoyii,121904572,0,live,hdr,,hematopoietic death receptor,hematopoietic death receptor,,9,NC_056541.1,34216993,34226598,plus,10,
8240,Thunnus maccoyii,121904375,0,live,htr7c,,5-hydroxytryptamine (serotonin) receptor 7c,5-hydroxytryptamine receptor 7,,9,NC_056541.1,27683800,27709350,plus,2,
8240,Thunnus maccoyii,121904346,0,live,htr1aa,,5-hydroxytryptamine (serotonin) receptor 1A a,5-hydroxytryptamine (serotonin) receptor 1A a,,9,NC_056541.1,14774515,14775894,plus,1,
8240,Thunnus maccoyii,121904317,0,live,grk5l,,G protein-coupled receptor kinase 5 like,G protein-coupled receptor kinase 5,,9,NC_056541.1,25203156,25228390,plus,16,
8240,Thunnus maccoyii,121904286,0,live,aplnra,,apelin receptor a,apelin receptor A,,9,NC_056541.1,25385716,25387556,minus,1,
8240,Thunnus maccoyii,121904216,0,live,npffr2a,,neuropeptide FF receptor 2a,neuropeptide FF receptor 2a,,9,NC_056541.1,6324645,6339474,plus,3,
8240,Thunnus maccoyii,121904099,0,live,ptger4a,,prostaglandin E receptor 4 (subtype EP4) a,prostaglandin E receptor 4 (subtype EP4) a,,9,NC_056541.1,13808752,13811709,minus,2,
8240,Thunnus maccoyii,121904060,0,live,npy8br,,neuropeptide Y receptor Y8b,neuropeptide Y receptor Y8b,,9,NC_056541.1,27118211,27125188,minus,3,
8240,Thunnus maccoyii,121903570,0,live,lifra,,LIF receptor subunit alpha a,LIF receptor subunit alpha a,,9,NC_056541.1,13119914,13138462,minus,18,
8240,Thunnus maccoyii,121903560,0,live,f2rl2,,coagulation factor II (thrombin) receptor-like 2,proteinase-activated receptor 3,,9,NC_056541.1,20692836,20696209,minus,2,
8240,Thunnus maccoyii,121903559,0,live,f2r,,coagulation factor II (thrombin) receptor,proteinase-activated receptor 1,,9,NC_056541.1,20711545,20714289,plus,2,
8240,Thunnus maccoyii,121903330,0,live,osmr,,oncostatin M receptor,oncostatin-M-specific receptor subunit beta,,9,NC_056541.1,11895416,11904000,minus,17,
8240,Thunnus maccoyii,121903308,0,live,rorb,,RAR-related orphan receptor B,nuclear receptor ROR-beta,,9,NC_056541.1,25086695,25107065,plus,11,
8240,Thunnus maccoyii,121902572,0,live,mtnr1c,,melatonin receptor 1C,melatonin receptor type 1C,,8,NC_056540.1,12597601,12613248,plus,2,
8240,Thunnus maccoyii,121902563,0,live,gabra4,,gamma-aminobutyric acid type A receptor subunit alpha4,gamma-aminobutyric acid receptor subunit alpha-4,,8,NC_056540.1,8307219,8328380,plus,9,
8240,Thunnus maccoyii,121902358,0,live,drd1a,,dopamine receptor D1a,D(1) dopamine receptor,,8,NC_056540.1,11337732,11341326,minus,2,
8240,Thunnus maccoyii,121902082,0,live,gpr151,,G protein-coupled receptor 151,G-protein coupled receptor 151,,8,NC_056540.1,11166682,11169281,minus,1,
8240,Thunnus maccoyii,121902016,0,live,cysltr1,,cysteinyl leukotriene receptor 1,cysteinyl leukotriene receptor 1,,8,NC_056540.1,9189408,9192430,minus,2,
8240,Thunnus maccoyii,121901953,0,live,si:ch211-132p1.2,,proteinase-activated receptor 4,proteinase-activated receptor 4,,8,NC_056540.1,34917053,34924779,minus,2,
8240,Thunnus maccoyii,121901886,0,live,htr4,,5-hydroxytryptamine receptor 4,5-hydroxytryptamine receptor 4,,8,NC_056540.1,30186202,30360353,minus,7,
8240,Thunnus maccoyii,121901884,0,live,mtnr1al,,melatonin receptor type 1A like,melatonin receptor type 1A-like,,8,NC_056540.1,30712890,30737796,plus,2,
8240,Thunnus maccoyii,121901677,0,live,tlr1,,toll-like receptor 1,toll-like receptor 1,,8,NC_056540.1,15709406,15713088,minus,2,
8240,Thunnus maccoyii,121901483,0,live,npy7r,,neuropeptide Y receptor Y7,neuropeptide Y receptor Y7,,8,NC_056540.1,12461780,12467658,minus,2,
8240,Thunnus maccoyii,121901188,0,live,adcyap1r1b,,adenylate cyclase activating polypeptide 1b (pituitary) receptor type I,pituitary adenylate cyclase-activating polypeptide type I receptor,,7,NC_056539.1,31038446,31064232,plus,14,
8240,Thunnus maccoyii,121901166,0,live,ptger3,,prostaglandin E receptor 3 (subtype EP3),prostaglandin E2 receptor EP3 subtype,,7,NC_056539.1,18487356,18490183,plus,2,
8240,Thunnus maccoyii,121900934,0,live,nr2f6b,,"nuclear receptor subfamily 2, group F, member 6b",nuclear receptor subfamily 2 group F member 6b,,7,NC_056539.1,23554738,23565154,plus,5,
8240,Thunnus maccoyii,121900911,0,live,rxfp3.2b,,relaxin family peptide receptor 3.2b,relaxin family peptide receptor 3.2b,,7,NC_056539.1,12223236,12225164,plus,1,
8240,Thunnus maccoyii,121900737,0,live,xcr1a.1,,"chemokine (C motif) receptor 1a, duplicate 1","chemokine (C motif) receptor 1a, duplicate 1",,7,NC_056539.1,13816703,13818773,plus,2,
8240,Thunnus maccoyii,121900699,0,live,grpr,,gastrin-releasing peptide receptor,gastrin-releasing peptide receptor,,1,NC_056533.1,28378769,28389404,plus,4,
8240,Thunnus maccoyii,121900678,0,live,s1pr3a,,sphingosine-1-phosphate receptor 3a,sphingosine 1-phosphate receptor 3a,,7,NC_056539.1,14309909,14313511,minus,2,
8240,Thunnus maccoyii,121900616,0,live,adgrl4,,adhesion G protein-coupled receptor L4,adhesion G protein-coupled receptor L4,,7,NC_056539.1,18148951,18162791,plus,16,
8240,Thunnus maccoyii,121900526,0,live,htr2b,,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",5-hydroxytryptamine receptor 2B,,7,NC_056539.1,19034188,19041513,minus,3,
8240,Thunnus maccoyii,121900486,0,live,gpr52,,G protein-coupled receptor 52,G-protein coupled receptor 52,,7,NC_056539.1,22949159,22950728,minus,1,
8240,Thunnus maccoyii,121900295,0,live,insrb,,insulin receptor b,insulin receptor b,,7,NC_056539.1,16540268,16619238,plus,23,
8240,Thunnus maccoyii,121899891,0,live,s1pr1,,sphingosine-1-phosphate receptor 1,sphingosine 1-phosphate receptor 1,,7,NC_056539.1,34748802,34753890,plus,2,
8240,Thunnus maccoyii,121899888,0,live,ghrhrl,,"growth hormone releasing hormone receptor, like","growth hormone releasing hormone receptor, like",,7,NC_056539.1,13768901,13793315,minus,13,
8240,Thunnus maccoyii,121899853,0,live,nmur1a,,neuromedin U receptor 1a,neuromedin-U receptor 1,,7,NC_056539.1,19455789,19463236,minus,2,
8240,Thunnus maccoyii,121899484,0,live,gipr,,gastric inhibitory polypeptide receptor,gastric inhibitory polypeptide receptor,,6,NC_056538.1,28758177,28776466,minus,15,
8240,Thunnus maccoyii,121899182,0,live,mlnr,,motilin receptor,motilin receptor,,6,NC_056538.1,26968675,26972068,plus,2,
8240,Thunnus maccoyii,121899166,0,live,srprb,,SRP receptor subunit beta,signal recognition particle receptor subunit beta,,6,NC_056538.1,20471661,20476420,minus,7,
8240,Thunnus maccoyii,121899161,0,live,si:dkey-202l22.3,,7 transmembrane receptor domain-containing protein,7 transmembrane receptor domain-containing protein,,6,NC_056538.1,19322945,19327120,plus,3,
8240,Thunnus maccoyii,121899032,0,live,or55e1,,"odorant receptor, family 55, subfamily E, member 1",olfactory receptor 51E2,,6,NC_056538.1,34762617,34763612,plus,1,
8240,Thunnus maccoyii,121898999,0,live,c5ar1,,complement C5a receptor 1,C5a anaphylatoxin chemotactic receptor 1,,6,NC_056538.1,11212089,11214227,minus,2,
8240,Thunnus maccoyii,121898903,0,live,pgr,,progesterone receptor,progesterone receptor,,6,NC_056538.1,27428456,27436231,plus,8,
8240,Thunnus maccoyii,121898879,0,live,trpc4b,,"transient receptor potential cation channel, subfamily C, member 4b",short transient receptor potential channel 4b,,6,NC_056538.1,25959451,25975283,minus,11,
8240,Thunnus maccoyii,121898853,0,live,gpr184,,G protein-coupled receptor 184,G protein-coupled receptor 184,,6,NC_056538.1,19333444,19338440,minus,2,
8240,Thunnus maccoyii,121898806,0,live,lpar6a,,lysophosphatidic acid receptor 6a,lysophosphatidic acid receptor 6a,,6,NC_056538.1,26886683,26889297,minus,1,
8240,Thunnus maccoyii,121898421,0,live,tacr2,,tachykinin receptor 2,substance-K receptor,,1,NC_056533.1,17430995,17439225,plus,8,
8240,Thunnus maccoyii,121898227,0,live,gpr4,,G protein-coupled receptor 4,G-protein coupled receptor 4,,6,NC_056538.1,29100916,29150025,plus,4,
8240,Thunnus maccoyii,121897979,0,live,galr1b,,galanin receptor 1b,galanin receptor type 1b,,1,NC_056533.1,40723402,40734910,minus,3,
8240,Thunnus maccoyii,121897587,0,live,igf1ra,,insulin-like growth factor 1a receptor,insulin-like growth factor 1a receptor,,5,NC_056537.1,18472019,18556045,minus,21,
8240,Thunnus maccoyii,121897341,0,live,nr2e3,,"nuclear receptor subfamily 2, group E, member 3",photoreceptor-specific nuclear receptor,,5,NC_056537.1,16168328,16170496,plus,7,
8240,Thunnus maccoyii,121897248,0,live,aplnr2,,apelin receptor 2,apelin receptor 2,,5,NC_056537.1,11393579,11396320,plus,2,
8240,Thunnus maccoyii,121897140,0,live,gabarapl2,,GABA(A) receptor-associated protein like 2,gamma-aminobutyric acid receptor-associated protein-like 2,,5,NC_056537.1,27747897,27757274,plus,4,
8240,Thunnus maccoyii,121897085,0,live,lyve1a,,lymphatic vessel endothelial hyaluronic receptor 1a,lymphatic vessel endothelial hyaluronic acid receptor 1a,,1,NC_056533.1,22248924,22251508,plus,6,
8240,Thunnus maccoyii,121897084,0,live,rxfp3.3b,,relaxin family peptide receptor 3.3b,relaxin-3 receptor 1,,5,NC_056537.1,4634703,4637823,minus,1,
8240,Thunnus maccoyii,121896741,0,live,ptpn9a,,protein tyrosine phosphatase non-receptor type 9a,tyrosine-protein phosphatase non-receptor type 9,,5,NC_056537.1,9188612,9216068,minus,13,
8240,Thunnus maccoyii,121896504,0,live,nr4a1,,"nuclear receptor subfamily 4, group A, member 1",nuclear receptor subfamily 4 group A member 1,,4,NC_056536.1,26475576,26479827,minus,7,
8240,Thunnus maccoyii,121896424,0,live,calcrl2,,calcitonin receptor-like 2,calcitonin gene-related peptide type 1 receptor,,4,NC_056536.1,6025723,6059922,plus,13,
8240,Thunnus maccoyii,121896380,0,live,bcap31,,B cell receptor associated protein 31,B-cell receptor-associated protein 31,,4,NC_056536.1,32653232,32686990,minus,8,
8240,Thunnus maccoyii,121896375,0,live,htr6,,5-hydroxytryptamine (serotonin) receptor 6,5-hydroxytryptamine receptor 6,,4,NC_056536.1,7633899,7640448,plus,3,
8240,Thunnus maccoyii,121896337,0,live,drd4b,,dopamine receptor D4b,dopamine receptor D4b,,1,NC_056533.1,36184983,36200818,plus,4,
8240,Thunnus maccoyii,121896249,0,live,acvr1ba,,activin A receptor type 1Ba,activin A receptor type 1Ba,,4,NC_056536.1,17005843,17022226,plus,9,
8240,Thunnus maccoyii,121896024,0,live,gpr37l1b,,G protein-coupled receptor 37 like 1b,G-protein coupled receptor 37-like 1,,4,NC_056536.1,33762115,33772548,minus,4,
8240,Thunnus maccoyii,121895951,0,live,ntsr1,,neurotensin receptor 1 (high affinity),neurotensin receptor type 1,,4,NC_056536.1,3899688,3997797,minus,4,
8240,Thunnus maccoyii,121895948,0,live,gpr182,,G protein-coupled receptor 182,G-protein coupled receptor 182,,4,NC_056536.1,29211245,29213791,minus,2,
8240,Thunnus maccoyii,121895934,0,live,gpr61,,G protein-coupled receptor 61,G-protein coupled receptor 61,,4,NC_056536.1,15412810,15419269,minus,2,
8240,Thunnus maccoyii,121895706,0,live,adora1b,,adenosine A1 receptor b,adenosine receptor A1b,,4,NC_056536.1,15706999,15710273,minus,2,
8240,Thunnus maccoyii,121895580,0,live,gpr157,,G protein-coupled receptor 157,G-protein coupled receptor 157,,4,NC_056536.1,15246916,15255952,minus,4,
8240,Thunnus maccoyii,121895558,0,live,mc1r,,melanocortin 1 receptor,melanocyte-stimulating hormone receptor,,1,NC_056533.1,19615276,19618709,minus,1,
8240,Thunnus maccoyii,121895217,0,live,cd40,,"CD40 molecule, TNF receptor superfamily member 5",tumor necrosis factor receptor superfamily member 5,,4,NC_056536.1,28093865,28102768,minus,10,
8240,Thunnus maccoyii,121894707,0,live,gpr61l,,G protein-coupled receptor 61-like,probable G-protein coupled receptor,,3,NC_056535.1,16900940,16902357,plus,1,
8240,Thunnus maccoyii,121894661,0,live,si:ch211-213o11.11,,probable G-protein coupled receptor,probable G-protein coupled receptor,,3,NC_056535.1,19408648,19409972,minus,1,
8240,Thunnus maccoyii,121894595,0,live,gpr25,,G protein-coupled receptor 25,probable G-protein coupled receptor 25,,3,NC_056535.1,14772795,14774181,minus,1,
8240,Thunnus maccoyii,121894513,0,live,gpr27,,G protein-coupled receptor 27,probable G-protein coupled receptor 27,,3,NC_056535.1,7030652,7035459,minus,1,
8240,Thunnus maccoyii,121894413,0,live,hrh1,,histamine receptor H1,histamine H1 receptor,,3,NC_056535.1,21513766,21519936,minus,2,
8240,Thunnus maccoyii,121894391,0,live,lgr4,,leucine-rich repeat containing G protein-coupled receptor 4,leucine-rich repeat-containing G-protein coupled receptor 4,,1,NC_056533.1,24305580,24342171,minus,18,
8240,Thunnus maccoyii,121894219,0,live,drd5a,,dopamine receptor D5a,D(1B) dopamine receptor,,3,NC_056535.1,10633055,10634449,plus,1,
8240,Thunnus maccoyii,121894121,0,live,grm2b,,"glutamate receptor, metabotropic 2b","glutamate receptor, metabotropic 2b",,3,NC_056535.1,19423152,19451035,minus,6,
8240,Thunnus maccoyii,121894048,0,live,gpr37l1a,,G protein-coupled receptor 37 like 1a,G-protein coupled receptor 37-like 1,,3,NC_056535.1,28893414,28900824,minus,2,
8240,Thunnus maccoyii,121893788,0,live,grm6b,,"glutamate receptor, metabotropic 6b","glutamate receptor, metabotropic 6b",,3,NC_056535.1,7974222,7987814,minus,10,
8240,Thunnus maccoyii,121893734,0,live,tnfrsf18,,"tumor necrosis factor receptor superfamily, member 18",tumor necrosis factor receptor superfamily member 18,,3,NC_056535.1,19859187,19863229,minus,7,
8240,Thunnus maccoyii,121893733,0,live,si:ch73-361p23.3,,tumor necrosis factor receptor superfamily member 21,tumor necrosis factor receptor superfamily member 21,,3,NC_056535.1,19866800,19876679,minus,8,
8240,Thunnus maccoyii,121892400,0,live,adgrg7.1,,"adhesion G protein-coupled receptor G7, tandem duplicate 1",adhesion G-protein coupled receptor G7,,24,NC_056556.1,652263,666542,plus,15,
8240,Thunnus maccoyii,121892356,0,live,grm2a,,"glutamate receptor, metabotropic 2a","glutamate receptor, metabotropic 2a",,3,NC_056535.1,16869340,16891549,plus,5,
8240,Thunnus maccoyii,121892225,0,live,chrm4a,,"cholinergic receptor, muscarinic 4a",muscarinic acetylcholine receptor M4,,24,NC_056556.1,19794833,19811471,minus,7,
8240,Thunnus maccoyii,121892043,0,live,cckbra,,cholecystokinin B receptor a,cholecystokinin receptor-like,,24,NC_056556.1,15640329,15674638,plus,5,
8240,Thunnus maccoyii,121890985,0,live,ldlrad2,,low density lipoprotein receptor class A domain containing 2,low-density lipoprotein receptor class A domain-containing protein 2,,3,NC_056535.1,2193477,2200424,plus,5,
8240,Thunnus maccoyii,121890904,0,live,avpr2l,,"arginine vasopressin receptor 2, like","arginine vasopressin receptor 2, like",,23,NC_056555.1,11375686,11377477,minus,2,
8240,Thunnus maccoyii,121890622,0,live,gpr19,,G protein-coupled receptor 19,probable G-protein coupled receptor 19,,23,NC_056555.1,24914563,24922468,plus,2,
8240,Thunnus maccoyii,121890506,0,live,gpr85,,G protein-coupled receptor 85,probable G protein-coupled receptor 85,,23,NC_056555.1,10938907,10941563,minus,2,
8240,Thunnus maccoyii,121890424,0,live,gpr37b,,G protein-coupled receptor 37b,prosaposin receptor GPR37b,,23,NC_056555.1,12545141,12561775,plus,2,
8240,Thunnus maccoyii,121890115,0,live,cckar,,cholecystokinin A receptor,cholecystokinin receptor type A,,22,NC_056554.1,14724745,14734681,plus,5,
8240,Thunnus maccoyii,121889976,0,live,trpc5a,,"transient receptor potential cation channel, subfamily C, member 5a",short transient receptor potential channel 5a,,22,NC_056554.1,21441751,21538904,plus,18,
8240,Thunnus maccoyii,121889652,0,live,npy2rl,,"neuropeptide Y receptor Y2, like","neuropeptide Y receptor Y2, like",,22,NC_056554.1,24643023,24705156,plus,6,
8240,Thunnus maccoyii,121889448,0,live,oxtrb,,oxytocin receptor b,LOW QUALITY PROTEIN: oxytocin receptor b,,3,NC_056535.1,19380655,19387760,plus,3,
8240,Thunnus maccoyii,121889416,0,live,trip6,,thyroid hormone receptor interactor 6,thyroid receptor-interacting protein 6,,22,NC_056554.1,12993928,13002878,minus,11,
8240,Thunnus maccoyii,121889370,0,live,sstr1b,,somatostatin receptor 1b,somatostatin receptor type 1,,22,NC_056554.1,1160504,1161610,plus,1,
8240,Thunnus maccoyii,121889346,0,live,ltb4r,,leukotriene B4 receptor,leukotriene B4 receptor 1,,22,NC_056554.1,17452241,17457850,plus,4,
8240,Thunnus maccoyii,121889189,0,live,si:dkey-165a24.9,,G-protein coupled receptor 4,G-protein coupled receptor 4,,22,NC_056554.1,6248549,6250377,minus,3,
8240,Thunnus maccoyii,121889068,0,live,tfr2,,transferrin receptor 2,transferrin receptor protein 2,,22,NC_056554.1,26401459,26415670,minus,17,
8240,Thunnus maccoyii,121888852,0,live,gpr185b,,G protein-coupled receptor 185 b,G-protein coupled receptor 12,,22,NC_056554.1,18934745,18943990,plus,2,
8240,Thunnus maccoyii,121888621,0,live,trpc1,,"transient receptor potential cation channel, subfamily C, member 1",short transient receptor potential channel 1,,21,NC_056553.1,11359346,11373743,minus,13,
8240,Thunnus maccoyii,121888500,0,live,tnfrsf11a,,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",tumor necrosis factor receptor superfamily member 11A,,21,NC_056553.1,16353451,16369108,minus,10,
8240,Thunnus maccoyii,121888271,0,live,trpa1b,,"transient receptor potential cation channel, subfamily A, member 1b",transient receptor potential cation channel subfamily A member 1b,,21,NC_056553.1,14043443,14063821,minus,28,
8240,Thunnus maccoyii,121888165,0,live,mc4r,,melanocortin 4 receptor,melanocortin receptor 4,,21,NC_056553.1,4951410,4953268,plus,1,
8240,Thunnus maccoyii,121888147,0,live,ednraa,,endothelin receptor type Aa,endothelin receptor type Aa,,2,NC_056534.1,13857128,13869727,minus,8,
8240,Thunnus maccoyii,121888062,0,live,chrnd,,"cholinergic receptor, nicotinic, delta (muscle)",acetylcholine receptor subunit delta,,21,NC_056553.1,3896000,3911896,plus,13,
8240,Thunnus maccoyii,121887598,0,live,gpr142,,G protein-coupled receptor 142,probable G-protein coupled receptor 142,,20,NC_056552.1,4116533,4128123,minus,3,
8240,Thunnus maccoyii,121887459,0,live,pth3r,,parathyroid hormone 3 receptor,parathyroid hormone 3 receptor,,20,NC_056552.1,15252700,15266374,minus,13,
8240,Thunnus maccoyii,121887349,0,live,ccr10,,chemokine (C-C motif) receptor 10,C-C chemokine receptor type 10,,20,NC_056552.1,5070229,5071360,minus,1,
8240,Thunnus maccoyii,121887347,0,live,ghrhr2,,growth hormone releasing hormone receptor 2,growth hormone releasing hormone receptor 2,,20,NC_056552.1,4577114,4587885,minus,13,
8240,Thunnus maccoyii,121887160,0,live,si:dkey-9i23.8,,visual pigment-like receptor peropsin,visual pigment-like receptor peropsin,,2,NC_056534.1,20668283,20678574,minus,8,
8240,Thunnus maccoyii,121887091,0,live,adgra1a,,adhesion G protein-coupled receptor A1a,adhesion G protein-coupled receptor A1,,20,NC_056552.1,25771745,25796336,plus,7,
8240,Thunnus maccoyii,121887010,0,live,rgrb,,retinal G protein coupled receptor b,retinal G protein coupled receptor b,,20,NC_056552.1,11222271,11227117,minus,7,
8240,Thunnus maccoyii,121886918,0,live,erbb2,,erb-b2 receptor tyrosine kinase 2,receptor tyrosine-protein kinase erbB-2,,20,NC_056552.1,15292723,15317110,minus,27,
8240,Thunnus maccoyii,121886181,0,live,rxfp3,,relaxin family peptide receptor 3,relaxin-3 receptor 1,,19,NC_056551.1,19177141,19179260,minus,1,
8240,Thunnus maccoyii,121886106,0,live,ptger4b,,prostaglandin E receptor 4 (subtype EP4) b,prostaglandin E receptor 4 (subtype EP4) b,,19,NC_056551.1,20777818,20781817,plus,2,
8240,Thunnus maccoyii,121886007,0,live,lpar1,,lysophosphatidic acid receptor 1,lysophosphatidic acid receptor 1,,19,NC_056551.1,9662690,9699909,minus,3,
8240,Thunnus maccoyii,121885958,0,live,tnfrsfa,,"tumor necrosis factor receptor superfamily, member a","tumor necrosis factor receptor superfamily, member a",,19,NC_056551.1,22918480,22942555,plus,10,
8240,Thunnus maccoyii,121885647,0,live,f2rl1.2,,"coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2","coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2",,19,NC_056551.1,24014971,24017798,minus,2,
8240,Thunnus maccoyii,121885199,0,live,htr1ab,,5-hydroxytryptamine (serotonin) receptor 1A b,5-hydroxytryptamine (serotonin) receptor 1A b,,19,NC_056551.1,5139539,5141366,minus,1,
8240,Thunnus maccoyii,121885114,0,live,npy2r,,neuropeptide Y receptor Y2,neuropeptide Y receptor type 2,,2,NC_056534.1,11863390,11866029,plus,2,
8240,Thunnus maccoyii,121885088,0,live,gprc5bb,,"G protein-coupled receptor, class C, group 5, member Bb","G protein-coupled receptor, class C, group 5, member Bb",,2,NC_056534.1,31350206,31355108,plus,3,
8240,Thunnus maccoyii,121885075,0,live,gpr83,,G protein-coupled receptor 83,probable G-protein coupled receptor 83,,2,NC_056534.1,18859124,18872505,minus,4,
8240,Thunnus maccoyii,121884983,0,live,trpm4a,,"transient receptor potential cation channel, subfamily M, member 4a",transient receptor potential cation channel subfamily M member 4a,,18,NC_056550.1,1609419,1648400,minus,28,
8240,Thunnus maccoyii,121884917,0,live,kdelr3,,KDEL endoplasmic reticulum protein retention receptor 3,ER lumen protein-retaining receptor 3,,18,NC_056550.1,8064949,8068533,plus,5,
8240,Thunnus maccoyii,121884895,0,live,gprc5ba,,"G protein-coupled receptor, class C, group 5, member Ba","G protein-coupled receptor, class C, group 5, member Ba",,18,NC_056550.1,15106786,15121515,plus,4,
8240,Thunnus maccoyii,121884752,0,live,s1pr2,,sphingosine-1-phosphate receptor 2,sphingosine 1-phosphate receptor 2,,18,NC_056550.1,19124182,19142724,minus,2,
