"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"3136","proton motive force-driven mitochondrial ATP synthesis","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0042776","7/4411","16/14261",7,"LOC121904598/atp5fa1/LOC121886076/atp5f1c/atp5po/LOC121889240/LOC121880683"
"3137","negative regulation of vascular permeability","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0043116","7/4411","16/14261",7,"ddah1/arhgap35a/arhgap35b/LOC121909754/angpt1/LOC121899294/amot"
"3138","negative regulation of CD4-positive, alpha-beta T cell differentiation","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0043371","7/4411","16/14261",7,"anxa1a/cbfb/loxl3b/smad7/bcl6aa/rc3h2/hmgb1b"
"3139","regulation of secondary metabolic process","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0043455","7/4411","16/14261",7,"pgam2/LOC121911682/pgam1b/zeb2a/bpgm/asip1/LOC121889013"
"3140","pore complex assembly","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0046931","7/4411","16/14261",7,"badb/ano6/LOC121911184/p2rx7/nup107/ndc1/nup153"
"3141","leukocyte adhesion to vascular endothelial cell","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0061756","7/4411","16/14261",7,"LOC121908668/LOC121900435/rock1/tnfb/si:cabz01093077.1/LOC121886003/itgb1a"
"3142","basement membrane assembly","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0070831","7/4411","16/14261",7,"lamb1b/plod3/dennd4a/LOC121903750/dennd4c/lamc1/lamc3"
"3143","proximal tubule development","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0072014","7/4411","16/14261",7,"dld/osr1/hey1/dla/pkd1a/pkd2/acat1"
"3144","fasciculation of motor neuron axon","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0097156","7/4411","16/14261",7,"mmp14a/epha4l/LOC121891214/sema3ab/mmp15a/LOC121886520/LOC121886247"
"3145","tRNA 5'-end processing","Biological Process",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:0099116","7/4411","16/14261",7,"usp14/thg1l/LOC121881527/rpp40/rpp30/pop4/rpp21"
"3146","periciliary membrane compartment","Cellular Component",1.41446100657447,0.197831296666877,0.559788367110151,0.467786587327205,"GO:1990075","7/4411","16/14261",7,"rp2/LOC121908247/LOC121908344/rab5c/kifap3a/tram1/rab5ab"
"3147","nucleus organization","Biological Process",1.10098586457689,0.198233552663886,0.560748359013001,0.46858880359764,"GO:0006997","63/4411","185/14261",63,"LOC121888899/bmb/lpin1b/ndel1b/LOC121882242/bin1b/hipk2/LOC121898715/spast/si:ch73-22o12.1/sec13/nek6/kpna4/ets1/polr1b/nap1l1/pik3c3/ipo7/LOC121913056/prkcaa/pes/tmpob/LOC121910394/reep3b/LOC121904026/ankle1/lpin2/myo6a/lmnb1/LOC121903406/agfg1a/vrk1/ndel1a/rrn3/pabpc4/LOC121893892/LOC121882802/wbp2nl/npm3/LOC121882941/LOC121911184/sycp1/LOC121890459/tbpl1/fshr/psma1/banf1/syne1b/nup107/seh1l/chmp1a/nup133/ndc1/hmgb2a/tmem201/wee2/hmgb1b/LOC121903375/nup155/gopc/nup153/zpr1/tprb"
"3148","neutral amino acid transport","Biological Process",1.23163951592879,0.199032532364949,0.562650874281605,0.470178638573012,"GO:0015804","16/4411","42/14261",16,"slc1a5/slc43a1b/LOC121898365/slc7a11/LOC121894503/slc7a10a/LOC121907610/slc3a2a/slc6a17/slc38a3b/slc1a4/serinc2/si:ch73-267c23.10/LOC121908418/slc36a1/LOC121889505"
"3149","positive regulation of alpha-beta T cell activation","Biological Process",1.23163951592879,0.199032532364949,0.562650874281605,0.470178638573012,"GO:0046635","16/4411","42/14261",16,"anxa1a/cbfb/prkcq/rhoab/gli3/LOC121898195/LOC121908417/LOC121909219/LOC121907144/LOC121913625/ap3b1a/syk/si:cabz01093077.1/pnp5a/myb/ap3d1"
"3150","protein C-terminus binding","Molecular Function",1.07768457643769,0.199283789853333,0.563182316595039,0.470622737809025,"GO:0008022","99/4411","297/14261",99,"fbln1/pfkma/LOC121891899/ccn2a/LOC121906115/tjp1a/LOC121895267/ezrb/LOC121909171/fn1a/pfkmb/LOC121913378/LOC121888980/dapk3/LOC121896914/tax1bp3/src/gli3/LOC121905749/LOC121899912/LOC121899311/magi1b/kcnj11/id1/abl1/LOC121898364/caska/LOC121913334/LOC121895672/LOC121898882/ppm1aa/rabac1/dst/neflb/pparg/gli1/LOC121896213/srebf2/atp2b2/mapre1b/fign/top2a/vgll2a/LOC121883750/bcl10/cltca/terfa/ube2ib/LOC121884961/dbnlb/pik3r1/ywhaba/ercc3/map2k1/hspg2/LOC121901487/hrasb/pex6/pabpc4/snx17/stip1/eml2/cacna1ab/nedd4a/LOC121891994/LOC121894026/si:ch211-45c16.2/terf1/LOC121912923/LOC121900132/lama1/LOC121908155/tjp2a/LOC121912472/LOC121894704/LOC121886995/LOC121894579/banf1/atf4a/top2b/msh2/cnga3a/LOC121884384/LOC121882386/bcam/atp1b1b/LOC121900515/ift46/tfcp2/ift52/prrc2c/LOC121905968/LOC121898721/brd4/tp53/cenpf/gopc/gli2a/ctnnb1"
"3151","lipid homeostasis","Biological Process",1.10136995174402,0.199541686033572,0.563732176791767,0.471082227930733,"GO:0055088","62/4411","182/14261",62,"LOC121888995/cav1/lpin1b/LOC121914040/lipg/insig1/LOC121903656/LOC121908614/soat1/LOC121907764/scd/abca2/adipor2/atf3/ldlrb/LOC121907258/pparg/ldlra/cpt2/srebf2/adck5/ldlrap1b/pcsk9/adipor1a/angptl3/nr1d1/LOC121881346/akt1/LOC121912900/map2k1/lpin2/got1/pank2/cebpa/gnmt/dgat1b/fgfr4/srebf1/tsc1a/LOC121885219/thada/lcat/LOC121903267/akt2/LOC121894579/lrp5/LOC121881858/ehd1a/LOC121909094/soat2/LOC121882797/xbp1/abca1b/fbxw7/ptch1/sesn2/LOC121912489/fabp3/nfe2l1b/akt3a/LOC121911850/slc27a4"
"3152",NA,NA,1.14953021486687,0.199854472069202,0.563796826532685,0.471136252421867,"GO:0000988","32/4411","90/14261",32,"LOC121903551/tead1b/fosab/tfam/LOC121911543/LOC121882331/twist2/id1/bhlhe40/hif1aa/hey1/srfb/spen/klf4/notch1a/ncoa3/foxo3b/thrb/mta2/ldb2a/atf4a/myb/mybl1/tbxtb/clocka/per2/nfe2l1b/tp53/LOC121887943/rtf1/riox2/supt6h"
"3153","phospholipase activity","Molecular Function",1.14953021486687,0.199854472069202,0.563796826532685,0.471136252421867,"GO:0004620","32/4411","90/14261",32,"notum1b/lipg/aspg/plcb3/LOC121897842/LOC121898715/si:dkey-63b1.1/LOC121887593/pnpla7b/plce1/LOC121910394/mgll/plcd1a/pafah1b3/ednraa/LOC121901282/plcd4b/plcd3a/abhd12/pld3/chrm5b/plcg2/pla2g7/LOC121882298/lcat/LOC121881092/si:cabz01093077.1/smpd2b/LOC121894537/plcg1/LOC121911709/pld1a"
"3154","positive regulation of carbohydrate metabolic process","Biological Process",1.14953021486687,0.199854472069202,0.563796826532685,0.471136252421867,"GO:0045913","32/4411","90/14261",32,"LOC121910885/gapdhs/gpd1b/gys1/src/has2/LOC121911622/rgn/pfkfb4b/rack1/LOC121882331/badb/hif1aa/pygl/arnt/plcd1a/akt1/ptger4b/myca/c1qtnf2/igf1/p2rx7/LOC121895409/akt2/foxo1a/LOC121911706/hmgb1b/LOC121911486/actn3b/ulk2/pfkfb3/pygmb"
"3155","peripheral nervous system development","Biological Process",1.09286323244386,0.19994457215948,0.563796826532685,0.471136252421867,"GO:0007422","72/4411","213/14261",72,"numbl/sema3d/LOC121898608/ndrg1a/epha4l/LOC121899381/ilk/snai2/rhoab/pmp22b/aplp2/LOC121895502/LOC121894458/cited4a/pip5k1ca/dll4/LOC121895480/dpysl3/LOC121913694/LOC121895127/dld/id1/LOC121883468/psph/gpc1b/LOC121882623/LOC121894730/notch3/prx/ets1/hoxb7a/appa/LOC121906921/rac3b/dla/sh3tc2/LOC121909184/LOC121908028/notch1a/akt1/LOC121895481/rxrgb/LOC121886029/ppp3r1a/fkbp4/LOC121907218/LOC121909298/sncgb/rpl30/rac1a/egfra/LOC121891850/kalrna/LOC121898440/akt2/mbnl2/LOC121900498/LOC121884818/gle1/ccne1/stk39/sin3b/sin3aa/prox1a/ptch1/LOC121913823/hivep1/nrg2a/cdc25b/hnrnpk/pbx1a/nab2"
"3156","lymphocyte differentiation","Biological Process",1.09286323244386,0.19994457215948,0.563796826532685,0.471136252421867,"GO:0030098","72/4411","213/14261",72,"cbfb/prex1/cdk6/LOC121899214/LOC121908668/dock11/LOC121881793/rhoab/wnt1/tpd52/LOC121894138/adam17a/LOC121902060/tgfb1a/kitb/dll4/gli3/stat3/dld/abl1/LOC121909022/LOC121914042/nfatc3a/klf6a/zfp36l1a/atp7a/srfb/dclre1c/lfng/dla/bcl6aa/il10/abl2/pik3r1/jag2b/zfp36l2/fzd9b/LOC121909825/LOC121909107/rc3h2/rpl22/ptger4b/tsc1a/LOC121913721/plcg2/gon4la/card11/LOC121912923/egr1/lef1/syk/LOC121912553/dnajb9a/LOC121880706/msh2/LOC121899958/myb/LOC121890907/dnaja3a/hmgb1b/relb/dock10/tnfaip3/atp11c/lepr/tp53/LOC121895292/gps2/rps6/LOC121907949/itgb1a/ctnnb1"
"3157","regulation of cell division","Biological Process",1.09286323244386,0.19994457215948,0.563796826532685,0.471136252421867,"GO:0051302","72/4411","213/14261",72,"numbl/LOC121908475/ccnd2a/rpn2/rhoab/LOC121882009/elf1/calm3a/bcl2l1/rgs12a/rack1/LOC121882331/LOC121895366/LOC121900032/dld/spast/rock1/sh3glb1a/sec13/gipc1/LOC121897594/pik3c3/LOC121900198/LOC121913056/kif20a/dla/drd2a/nup62l/mrtfbb/lbh/ncoa3/pank2/lmnb1/LOC121883623/pabpc4/LOC121909749/pin1/fgfr2/sox17/anln/myca/txnipa/LOC121908543/rock2a/LOC121894026/LOC121912923/LOC121900498/ankrd53/inpp5b/raph1a/LOC121911706/rab11fip4b/pkp4/ccne1/ptch1/ryk/kif13a/LOC121892006/LOC121896162/LOC121888854/cdc25b/pbx1a/plk3/LOC121882041/fer/poglut1/tprb/cdk2ap2/csnk1db/ocrl/LOC121893812/ctnnb1"
"3158","O-acyltransferase activity","Molecular Function",1.22137585329605,0.200467294694277,0.564734132078623,0.47191951086091,"GO:0008374","17/4411","45/14261",17,"cpt1b/soat1/mboat2a/cpt1ab/cpt2/crls1/lpcat1/crata/agpat4/dgat1b/LOC121904377/gpat3/lcat/lpcat3/soat2/LOC121896162/zgc:154046"
"3159","negative regulation of striated muscle cell differentiation","Biological Process",1.22137585329605,0.200467294694277,0.564734132078623,0.47191951086091,"GO:0051154","17/4411","45/14261",17,"LOC121896391/LOC121911917/pak1/dld/msx1a/LOC121896273/LOC121905775/dla/notch1a/sox6/LOC121907074/LOC121904706/LOC121894579/bmp2b/gsk3ab/xbp1/bdnf"
"3160","positive regulation of cyclin-dependent protein kinase activity","Biological Process",1.22137585329605,0.200467294694277,0.564734132078623,0.47191951086091,"GO:1904031","17/4411","45/14261",17,"ccnd2a/src/adam17a/LOC121908729/fgf10a/cdkn1bb/cdkn1a/cdkn1ba/ccnl1a/akt1/pkd1a/pkd2/egfra/ccnd1/cdk20/ccny/hsp90ab1"
"3161","regulation of translational initiation","Biological Process",1.15466204618324,0.201156589295683,0.56649666495102,0.473392369687339,"GO:0006446","30/4411","84/14261",30,"eif4a2/nck2a/paip2b/LOC121898492/ctif/eif2ak1/eif4ebp3l/mtif2/tnfb/LOC121891953/impact/nck1b/eif3s10/LOC121903950/eif2ak3/atf4a/gle1/LOC121895573/ppp1caa/LOC121889134/khdrbs1b/eif4ebp2/eif4g2a/eif4ba/LOC121911051/eif3jb/tprb/eif3d/cdc123/eif4h"
"3162","neuroblast fate commitment","Biological Process",1.21239514849241,0.201569337372626,0.567041761381592,0.473847878972639,"GO:0014017","18/4411","48/14261",18,"numbl/LOC121899912/msx1a/adam10a/LOC121882623/gpsm1b/notch3/hoxb7a/en1b/bcl6aa/notch1a/LOC121912923/nkd1/ccne1/prox1a/brd4/LOC121898115/ctnnb1"
"3163","negative regulation of T cell proliferation","Biological Process",1.21239514849241,0.201569337372626,0.567041761381592,0.473847878972639,"GO:0042130","18/4411","48/14261",18,"cd276/cdkn2a/b/LOC121882850/tnfrsf21/peli1b/tgfb1a/cd44b/sdc4/LOC121898195/ripor2/twsg1a/il10/LOC121907144/LOC121895924/arg2/itcha/prkar1aa/casp3a"
"3164","muscle adaptation","Biological Process",1.21239514849241,0.201569337372626,0.567041761381592,0.473847878972639,"GO:0043500","18/4411","48/14261",18,"inpp5f/LOC121895059/nfatc3a/gsna/acta1b/LOC121908040/LOC121909754/camta2/LOC121895500/LOC121908041/LOC121908042/LOC121907074/mstnb/myod1/actn3b/LOC121887939/fbxo32/LOC121887940"
"3165","proximal/distal pattern formation","Biological Process",1.15751306358123,0.20173233636211,0.567041761381592,0.473847878972639,"GO:0009954","29/4411","81/14261",29,"aldh1a2/chsy1/bnc1/gli3/dld/osr1/gli1/fgf10a/hey1/notch3/en1b/vgll2a/dla/notch1a/LOC121907144/irx5a/dachc/LOC121897028/egfra/LOC121894273/LOC121912923/LOC121900498/bmp2b/irx1a/ryk/nrg2a/pbx1a/gli2a/ctnnb1"
"3166","regulation of organic acid transport","Biological Process",1.15751306358123,0.20173233636211,0.567041761381592,0.473847878972639,"GO:0032890","29/4411","81/14261",29,"arl6ip1/LOC121881170/sept2/si:ch1073-184j22.1/thbs1b/tnfrsf11a/atp1a2a/dpysl2b/LOC121895672/osr1/slc15a2/LOC121894503/LOC121909754/akt1/tnfb/rab3gap1/psen1/lta4h/slc38a3b/p2rx7/acsl5/arg2/syk/akt2/stk39/slc36a1/slc6a1a/per2/tp53"
"3167","negative regulation of neuromuscular junction development","Biological Process",1.15751306358123,0.20173233636211,0.567041761381592,0.473847878972639,"GO:1904397","29/4411","81/14261",29,"nanos1/fnbp1l/kaznb/LOC121885736/igdcc4/LOC121900032/abl1/LOC121885302/spast/smad7/LOC121900198/abl2/itga9/akt1/nipa2/fzd9b/mycbp2/akt2/LOC121894409/gsk3ba/acsl3b/acsl3a/LOC121910107/gsk3ab/skp1/LOC121895684/LOC121913273/akt3a/spartb"
"3168","organelle localization by membrane tethering","Biological Process",1.10217740772037,0.202188469065797,0.567996926881182,0.474646062064032,"GO:0140056","60/4411","176/14261",60,"LOC121912895/LOC121880729/LOC121891899/LOC121908407/LOC121908502/LOC121888899/cav1/LOC121895359/LOC121898657/clasp1a/tubb5/ywhag1/LOC121895360/vamp8/dync1h1/LOC121903263/tubb2b/caska/exoc6b/LOC121898715/cep152/prkacab/ykt6/mapre1b/dctn2/LOC121880761/tubb4bl/LOC121899951/cc2d2a/LOC121910394/LOC121883623/LOC121886029/odf2a/bves/exoc5/tmem216/pcm1/ahi1/dync1i2a/LOC121884808/snap29/tsnare1/stx12/nedd1/cep89/atg14/stx5a/LOC121884852/cep63/tmem67/tctn1/prkacaa/stx6/mark4b/uso1/ttbk2b/vamp3/LOC121910177/hsp90aa1.2/csnk1db"
"3169","ventral spinal cord development","Biological Process",1.20447099719507,0.2023911763724,0.567996926881182,0.474646062064032,"GO:0021517","19/4411","51/14261",19,"aldh1a2/LOC121888899/dll4/gli3/dld/sox1a/dla/notch1a/ighmbp2/lrp8/ift172/cacna1ab/dab1a/LOC121898411/gdpd5b/ptch1/LOC121907223/tctn1/gli2a"
"3170","positive regulation of nitric oxide biosynthetic process","Biological Process",1.20447099719507,0.2023911763724,0.567996926881182,0.474646062064032,"GO:0045429","19/4411","51/14261",19,"itgb2/clu/ptx3a/LOC121912416/LOC121908701/LOC121900419/ddah1/LOC121898953/hsp90aa1.1/appa/klf4/akt1/tnfb/LOC121907218/pkd2/akt2/LOC121885474/hsp90aa1.2/hsp90ab1"
"3171","phosphatase complex","Cellular Component",1.20447099719507,0.2023911763724,0.567996926881182,0.474646062064032,"GO:1903293","19/4411","51/14261",19,"ppp1r3aa/LOC121896952/tox4b/ppp2r1bb/LOC121903406/ppp3r1a/LOC121901829/ppp2r3b/nck1b/ppp2r3a/nkd1/LOC121884384/ppp1caa/LOC121888854/LOC121911486/LOC121882041/ppp1r2/LOC121884412/ppp2r2d"
"3172","positive regulation of nitric oxide metabolic process","Biological Process",1.20447099719507,0.2023911763724,0.567996926881182,0.474646062064032,"GO:1904407","19/4411","51/14261",19,"itgb2/clu/ptx3a/LOC121912416/LOC121908701/LOC121900419/ddah1/LOC121898953/hsp90aa1.1/appa/klf4/akt1/tnfb/LOC121907218/pkd2/akt2/LOC121885474/hsp90aa1.2/hsp90ab1"
"3173","Hsp70 protein binding","Molecular Function",1.19742730715299,0.202975301011792,0.569010128631264,0.47549274308992,"GO:0030544","20/4411","54/14261",20,"dnajc10/dnajb2/cdkn1bb/cdkn1ba/mvda/LOC121909754/LOC121883584/nup62l/hikeshi/stip1/tsc1a/st13/dnajb9a/LOC121890907/dnaja3a/dnajb14/nfe2l1b/bag6l/ficd/sacs"
"3174","regulation of epidermal cell differentiation","Biological Process",1.19742730715299,0.202975301011792,0.569010128631264,0.47549274308992,"GO:0045604","20/4411","54/14261",20,"cbfb/dld/mycn/rock1/hey1/LOC121881107/zfp36l1a/dla/LOC121884543/notch1a/ncoa3/med1/rock2a/LOC121909887/myclb/ptch1/fer/errfi1a/tgfb2/LOC121895611"
"3175","convergent extension","Biological Process",1.19742730715299,0.202975301011792,0.569010128631264,0.47549274308992,"GO:0060026","20/4411","54/14261",20,"chrd/pdgfra/LOC121888971/rack1/sfrp5/LOC121890414/adgra3/amotl2a/prickle1b/nphp3/gnb2/mcu/prickle1a/LOC121901074/gnb1b/dvl2/LOC121908525/invs/LOC121907117/LOC121912251"
"3176","ubiquitin-dependent ERAD pathway","Biological Process",1.16749162447417,0.203071801691926,0.569010128631264,0.47549274308992,"GO:0030433","26/4411","72/14261",26,"hspa5/dnajc10/sec61b/foxred2/dnajb2/rnf175/sel1l/edem3/LOC121904353/derl1/erlin1/fbxo2/rnf103/dnajb9a/ubxn4/wfs1b/hsp90b1/LOC121890907/LOC121904510/LOC121908954/tmem67/derl2/edem1/bag6l/LOC121882007/rnf185"
"3177","positive regulation of T cell proliferation","Biological Process",1.16749162447417,0.203071801691926,0.569010128631264,0.47549274308992,"GO:0042102","26/4411","72/14261",26,"anxa1a/cd276/prkcq/nck2a/LOC121898195/LOC121908417/adka/LOC121889735/LOC121909219/igfbp2a/LOC121913625/LOC121909487/igf1/nck1b/card11/syk/LOC121906050/si:cabz01093077.1/LOC121889732/pnp5a/LOC121885369/LOC121897782/dnaja3a/hmgb1b/LOC121892072/efnb1"
"3178","negative regulation of muscle cell apoptotic process","Biological Process",1.19112505816798,0.203356452903362,0.569112380153198,0.475578189471633,"GO:0010656","21/4411","57/14261",21,"cav1/LOC121899381/ilk/LOC121895667/smad1/hspa8b/LOC121909022/slc25a4/bmp7b/trip10a/dnmt1/pik3r1/bag3/LOC121907074/igf1/rapgef3/gsk3ba/sirt4/lifra/LOC121885218/LOC121910100"
"3179","regulation of striated muscle cell apoptotic process","Biological Process",1.19112505816798,0.203356452903362,0.569112380153198,0.475578189471633,"GO:0010662","21/4411","57/14261",21,"LOC121889464/fndc1/camk2d1/LOC121899381/ilk/LOC121895667/hspa8b/LOC121909022/slc25a4/bmp7b/trip10a/mapk8a/bag3/LOC121907074/rapgef3/sirt4/LOC121885218/camk2a/tp53/fbxo32/LOC121910100"
"3180","nematode male tail tip morphogenesis","Biological Process",1.17139627873662,0.203358334931962,0.569112380153198,0.475578189471633,"GO:0045138","25/4411","69/14261",25,"LOC121889464/itga6b/crip1/ntn1b/ntn2/tspan5a/eif5a2/itga6a/LOC121883468/itga7/adam10a/rac3b/gdf10a/unc5a/anln/rac1a/itga3b/unc5cb/LOC121907498/bmp2b/LOC121885245/smad10a/LOC121898721/ulk2/LOC121898115"
"3181","positive regulation of neuron projection regeneration","Biological Process",1.17565590156839,0.203545776294163,0.569112380153198,0.475578189471633,"GO:0070572","24/4411","66/14261",24,"prkcq/ndel1b/LOC121908664/ddr2a/atl3/ddr2l/spast/LOC121901093/akt1/LOC121885318/nipa2/ndel1a/prkcda/atl2/LOC121911184/si:ch211-45c16.2/akt2/map2k4a/LOC121889356/LOC121896717/LOC121896669/map3k10/LOC121900200/akt3a"
"3182","monocarboxylic acid binding","Molecular Function",1.18545303408146,0.203563308548628,0.569112380153198,0.475578189471633,"GO:0033293","22/4411","60/14261",22,"LOC121889179/LOC121880833/arhgdia/LOC121904285/hspa8b/LOC121885912/crabp2a/LOC121901688/sh3glb1a/pparg/pygl/LOC121884543/dgat1b/acox3/pcca/nr2f2/hlcs/LOC121904169/ppardb/fabp3/LOC121911850/LOC121910100"
"3183","positive regulation of T cell differentiation","Biological Process",1.18545303408146,0.203563308548628,0.569112380153198,0.475578189471633,"GO:0045582","22/4411","60/14261",22,"adam8a/anxa1a/cbfb/rhoab/tgfb1a/gli3/LOC121898195/LOC121908417/badb/bcl6aa/LOC121909219/LOC121907144/LOC121913625/ap3b1a/syk/si:cabz01093077.1/pnp5a/myb/xbp1/gli2a/ap3d1/hsp90aa1.2"
"3184","positive regulation of lipid transport","Biological Process",1.18032120276509,0.203619740596263,0.569112380153198,0.475578189471633,"GO:0032370","23/4411","63/14261",23,"LOC121896730/LOC121903552/si:ch1073-184j22.1/tnfrsf11a/lipg/LOC121907764/lrp1ab/pparg/bmp6/ldlrap1b/LOC121882400/madd/tnfb/abca7/prkcda/atp8a1/p2rx7/acsl5/LOC121892059/abca1b/ptch1/aifm1/gps2"
"3185","regulation of fibroblast growth factor receptor signaling pathway","Biological Process",1.18032120276509,0.203619740596263,0.569112380153198,0.475578189471633,"GO:0040036","23/4411","63/14261",23,"mmp14a/LOC121881170/thbs1b/spry1/fam20cb/gpc1b/LOC121907144/hgs/vrk1/LOC121880803/mmp15a/fgfr2/dusp6/LOC121912923/sulf1/LOC121886520/nrxn1a/prkd2/LOC121886247/fgfrl1a/sulf2a/ctnnb1/LOC121910100"
"3186",NA,NA,1.06870387163405,0.203834149999062,0.569532832169381,0.475929539777107,"GO:0042623","119/4411","360/14261",119,"atp2a1/zgc:153867/LOC121883403/atp2a1l/myo1b/LOC121911690/LOC121906032/LOC121900142/eif4a1a/LOC121891066/atp1a2a/eif4a2/atp6v1ab/chd4a/atp6v0cb/hspa8b/LOC121908635/atp6v0b/dync1h1/atp1a3b/abca3b/LOC121907764/abca2/atp9b/LOC121898364/LOC121896104/LOC121898715/spast/zgc:195212/atp6v1e1b/dnah10/atp2b2/LOC121912946/dhx37/atp7a/kif3a/top2a/LOC121908040/dhx38/chd4b/abcb7/myo1d/smarca4a/LOC121910394/ddx56/abcb8/ighmbp2/LOC121908041/LOC121908042/ercc3/LOC121904598/LOC121897193/myo6a/ddx24/supv3l1/LOC121909297/katnal1/dhx16/abca7/kifc3/pex6/tap2a/atp5fa1/dhx15/atp11b/LOC121895845/ralbp1/mtrex/ddx51/atp6v1ba/ascc3/ddx6/ddx54/atp8a1/cenpe/ddx21/atp6v0a1b/LOC121883559/tap1/LOC121902449/LOC121898411/myh7ba/LOC121886995/LOC121912506/msh6/top2b/msh2/atp1b1b/LOC121898686/atp8b1/abca1b/kif11/dhx33/dynlrb1/myo3b/ddx18/LOC121912144/dnah3/LOC121904493/atp13a1/atp11c/ddx31/ddx27/pcyox1/LOC121908152/snrnp200/abcc3/ruvbl2/ddx46/LOC121887939/dhx30/LOC121885296/LOC121882007/LOC121910053/hsp90aa1.2/clpxb/hsp90ab1/LOC121910100/LOC121887940"
"3187","transition metal ion homeostasis","Biological Process",1.1201131030691,0.206831323470388,0.574967426991434,0.480470953487503,"GO:0055076","44/4411","127/14261",44,"aco1/si:ch1073-184j22.1/aplp2/atp6v1ab/slc39a7/slc39a13/atp6ap1b/picalma/LOC121907095/hif1aa/eif2ak1/LOC121912908/slc30a7/appa/bmp6/atp7a/iscu/slc30a5/abcb7/hjv/myca/cutc/LOC121907218/hpxb/egln1a/mon1a/slc39a10/atox1/LOC121912553/trpm3/slc30a1a/cand1/gdf2/ank1a/skp1/hsp90b1/LOC121898686/stx5a/hmox2a/sdhaf2/LOC121885842/sri/slc31a2/htt"
"3188","exosome (RNase complex)","Cellular Component",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0000178","8/4411","19/14261",8,"exosc1/gtpbp1/supv3l1/exosc10/LOC121912153/exosc7/gtpbp1l/dis3"
"3189","response to dietary excess","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0002021","8/4411","19/14261",8,"clic5a/pparg/trpv4/sgip1a/tbl1xr1a/slc25a25a/LOC121907378/bmp8a"
"3190","RNA polymerase III complex","Cellular Component",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0005666","8/4411","19/14261",8,"polr3a/polr3b/polr1c/polr3glb/polr3e/polr3g/polr3c/polr3d"
"3191","cerebellar granular layer development","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0021681","8/4411","19/14261",8,"LOC121911895/serpine2/atp2b2/top2a/wnt7aa/nrxn1a/nfixb/ttbk2b"
"3192","SREBP signaling pathway","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0032933","8/4411","19/14261",8,"insig1/srebf2/srebf1/erlin1/arhgef10la/eif2ak3/cers6/mbtps2"
"3193","regulation of heterotypic cell-cell adhesion","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0034114","8/4411","19/14261",8,"myadma/cd44b/bmp7b/myadmb/klf4/il10/tnfb/tnfaip3"
"3194","calcium-mediated signaling using intracellular calcium source","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0035584","8/4411","19/14261",8,"bcap31/homer2/LOC121900435/prkacab/adgrl1a/grm5a/fis1/prkacaa"
"3195","photoreceptor cell outer segment organization","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0035845","8/4411","19/14261",8,"prkci/LOC121888971/rp2/ift20/ahi1/LOC121908525/pcare1/tmem67"
"3196","Wnt-activated receptor activity","Molecular Function",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0042813","8/4411","19/14261",8,"fzd4/sfrp5/LOC121905675/ror1/fzd2/fzd9b/lrp5/ryk"
"3197","AMP metabolic process","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0046033","8/4411","19/14261",8,"adsl/adka/prps1b/ak1/adss1/adss2/ak3/ak4"
"3198","glucose import","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0046323","8/4411","19/14261",8,"LOC121888909/slc2a3b/slc2a1b/tsc1a/sort1b/slc2a10/slc2a12/sesn2"
"3199","kinetochore organization","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0051383","8/4411","19/14261",8,"LOC121888899/LOC121898715/LOC121910394/dlgap5/cenpe/cenpt/smc2/cenpf"
"3200","cardiac vascular smooth muscle cell differentiation","Biological Process",1.3612857807634,0.207006358515788,0.574967426991434,0.480470953487503,"GO:0060947","8/4411","19/14261",8,"LOC121888971/srfb/LOC121910427/notch1a/LOC121912923/LOC121894409/LOC121908525/ctnnb1"
