"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"151","regulation of striated muscle contraction","Biological Process",1.73261733224799,0.000130570195100755,0.0076076594469963,0.00669189316403451,"GO:0006942","40/3106","106/14261",40,"atp2a1/atp2a1l/myl2a/LOC121908042/casq2/myh7l/mybpha/cav1/ccn2a/casq1b/prkacab/LOC121908040/arg2/cacna1c/tnni3k/calm3a/atp1b1a/LOC121880591/dspa/mybpc3/gja5a/adra1ab/grcc10/LOC121894579/actn3b/LOC121900514/trpm4a/flna/LOC121882009/LOC121896981/agrn/slc9a1a/dmd/ehd3/dsc2l/LOC121908041/LOC121907944/LOC121903708/jupa/tnnt3a"
"152","aorta development","Biological Process",1.96775825591022,0.000140059960039077,0.00810689163436711,0.00713103065240509,"GO:0035904","27/3106","63/14261",27,"loxa/elna/hey1/plxnd1/LOC121910427/prickle1a/LOC121909664/ltbp1/LOC121880985/LOC121912416/eya1/jag1b/prdm1a/LOC121905833/her6/prickle1b/LOC121881499/LOC121894735/LOC121906032/kat6a/amotl2a/LOC121901833/LOC121911203/lrp1ab/chd7/notch1a/smarca4a"
"153","cellular respiration","Biological Process",1.52267007897815,0.000141428936715435,0.00813262604720519,0.00715366730465687,"GO:0045333","65/3106","196/14261",65,"oxa1l/ndufs2/slc1a3a/coq8ab/LOC121900476/idh2/gpd1b/ndufc2/sucla2/LOC121881849/LOC121884057/ndufb11/ndufb5/LOC121895409/immp2l/LOC121881346/ndufs8b/me2/LOC121886076/LOC121886075/sfxn4/LOC121885537/aco2/nfatc3a/LOC121912626/ndufa5/ndufb9/ndufab1b/idh3a/LOC121907062/pink1/rap1gds1/coq8b/pdha1b/LOC121900562/ndufa7/ogdhl/nfatc4/coq10b/LOC121880680/ndufb4/LOC121911730/LOC121884327/ndufb3/cat/LOC121898301/sdhb/sdhc/lyrm7/ndufs7/LOC121908033/ndufb6/LOC121891149/LOC121904049/sumo2a/ndufa3/LOC121900357/ndufa6/LOC121890741/ndufa1/LOC121908406/slc37a2/LOC121913002/pdha1a/LOC121885865"
"154","actin filament organization","Biological Process",1.38685601418501,0.0001479652563157,0.00845323587704887,0.00743568396741643,"GO:0007015","103/3106","341/14261",103,"elna/myom2a/tnnt2e/myom2b/itgb2/iqgap2/actn1/dbn1/LOC121894670/lmod1b/mybpha/capzb/fscn1a/kirrel3l/emp2/prex1/acta2/itga6a/itgb1a/mical2a/abl1/mical3a/LOC121888075/LOC121890607/LOC121884840/itga7/cobll1b/nav2a/LOC121911622/daam2/myom3/LOC121884384/hsp90b1/aldoab/tmod4/LOC121912469/bcar1/LOC121895103/wasf1/wasf3b/LOC121897830/tmod2/notch2/actb1/kif5ab/LOC121908136/LOC121907292/arhgap17a/LOC121908635/arpc5b/LOC121895127/cap2/hsp90aa1.1/myom1b/cgnl1/LOC121913306/nedd9/acta1b/mybpc3/tnnt2a/dla/LOC121892330/mical2b/LOC121909022/LOC121884185/LOC121897829/LOC121894579/cdc42l/LOC121886467/LOC121906032/sytl5/itgb3b/LOC121906858/ptk2aa/flna/mcu/raph1b/arpc3/waslb/kirrel1a/cobl/LOC121887522/LOC121912819/raph1a/tnfaip1/arpc2/tpm4a/inppl1a/frya/abl2/LOC121907944/LOC121908627/abi1a/LOC121903818/LOC121903410/enah/arpc4/notch1a/nav3/wdr1/capza1b/LOC121896866/tnnt3a"
"155","respiratory tube development","Biological Process",1.47654107014702,0.000169762507014884,0.00963593894656099,0.00847602004464129,"GO:0030323","73/3106","227/14261",73,"loxa/LOC121910200/pdgfra/ccbe1/ctsh/id1/mycn/dbn1/sparc/LOC121908701/loxl3b/gli2a/rxfp1/ccn2a/LOC121910427/LOC121896445/ctsz/fgfr1a/LOC121885954/LOC121913625/LOC121882333/celsr1a/ltbp3/LOC121903950/hmgb1b/arg2/nr3c1/hs6st1a/LOC121905968/gli1/fstl3/gli3/LOC121908577/lama5/srebf1/fgf18a/sav1/asah1b/LOC121894730/tgfb1a/LOC121887119/traf4a/hnrnpa1b/LOC121889201/fbxw7/igfbp5b/fgfr4/her6/man1a2/aldh1a2/eif4eb/ptk7b/fgfr2/fzd1/mmp14a/bmp4/pgr/aimp2/hmga2/ppp3r1a/mapk8ip3/igf1/pcsk5b/LOC121910242/spry1/LOC121911203/LOC121900419/LOC121903818/tncb/mmp14b/plod3/notch1a/mapk3"
"156","endocardial cushion development","Biological Process",2.07064757648069,0.000171341847556743,0.00966324086412964,0.00850003551442088,"GO:0003197","23/3106","51/14261",23,"hey1/bmp7b/bmp5/LOC121913625/LOC121882333/LOC121909664/LOC121881170/LOC121907292/LOC121910219/jag1b/LOC121887119/cited4a/LOC121905833/nedd4a/thbs1b/LOC121881499/bmp4/LOC121895308/snai2/LOC121911203/LOC121903818/notch1a/rbm24a"
"157","cardiac chamber development","Biological Process",1.50763567865758,0.000174814720179103,0.00979630514736145,0.00861708228465816,"GO:0003205","66/3106","201/14261",66,"myl2a/hey1/LOC121908042/plxnd1/bmp7b/tp53/myh7l/fzd2/bmp5/sema3c/LOC121913625/LOC121908040/tgfbr3/tnnc1a/LOC121909664/LOC121895103/ltbp1/LOC121897830/LOC121908245/notch2/hif1aa/LOC121912416/LOC121892319/LOC121906230/LOC121880591/LOC121907292/sav1/lmo4b/dspa/jag1b/tgfb1a/LOC121906144/cited4a/mybpc3/gja5a/tnnt2a/maml1/prdm1a/LOC121905833/her6/LOC121881499/LOC121883377/ptk7b/fgfr2/fzd1/LOC121897829/LOC121894579/LOC121894735/LOC121906032/adamts1/bmp4/hoxa13b/LOC121895308/arid1ab/igf1/pcsk5b/LOC121909225/LOC121901833/LOC121911203/LOC121908041/LOC121903818/lrp1ab/chd7/notch1a/smarca4a/smarcd3b"
"158","glucose catabolic process","Biological Process",2.2368534020176,0.00017969552844573,0.0100060839194021,0.00880160909482347,"GO:0006007","19/3106","39/14261",19,"gapdh/pfkma/ldha/eno3/LOC121896982/gpib/pgam1b/LOC121884840/badb/aldoab/bpgm/lrp5/gpia/LOC121898947/pgk1/hk1/pgam2/gapdhs/eno1a"
"159","regulation of transforming growth factor beta receptor signaling pathway","Biological Process",1.63482946008703,0.000182048013497006,0.010073323413501,0.00886075468540211,"GO:0017015","47/3106","132/14261",47,"dkk3b/tspan5a/dab2/tp53/bmp1a/twsg1a/fam89b/aspn/cav1/itga8/LOC121885487/chrd/LOC121913625/skila/tgfbr3/LOC121882333/LOC121887586/LOC121897594/furina/xbp1/LOC121881170/LOC121908206/flcn/ppm1aa/cdkn2a/b/ltbp1/pin1/got1/LOC121912416/LOC121881107/LOC121907292/hipk2/LOC121886754/lrig3/men1/tgfb1a/cited4a/bambia/thbs1b/ing2/LOC121894579/bmp4/LOC121885245/vasnb/LOC121912900/snw1/snx1a"
"160","response to fatty acid","Biological Process",1.72178847392144,0.000183707629389182,0.0101016232710377,0.00888564796887677,"GO:0070542","39/3106","104/14261",39,"LOC121899156/scd/ppp5c/LOC121905341/ccn2a/pparg/pid1/tgfbr3/plat/badb/LOC121884384/fabp3/cdkn2a/b/acat2/srebf1/fn1a/cps1/cdk4/ptgs2b/gldc/pik3r1/her6/cpt1ab/cd36/ldlrb/adamts1/acaca/ptger4b/LOC121894742/ikbkb/pdcl/nfatc4/ass1/kcnk4a/LOC121895414/cat/pik3ca/scdb/aacs"
"161","carbohydrate catabolic process","Biological Process",1.67315038143779,0.00018698197740936,0.0102178101692394,0.00898784895661075,"GO:0016052","43/3106","118/14261",43,"gapdh/pfkma/ldha/prkag3b/eno3/LOC121910885/LOC121896982/hexb/pck1/gpib/pgam1b/man2b2/LOC121887706/LOC121884840/LOC121908570/badb/aldoab/pgm1/rpe/LOC121909093/bpgm/lrp5/LOC121907094/si/gpia/pgm2/LOC121898947/atg9a/pgm5/stbd1/atg12/pgk1/gaa/ulk2/hk1/pgam2/akr1a1b/pfkfb3/man2b1/atg16l1/LOC121880594/gapdhs/eno1a"
"162","cellular response to transforming growth factor beta stimulus","Biological Process",1.49386432187124,0.000190626530122001,0.0103526679753911,0.00910647335579564,"GO:0071560","68/3106","209/14261",68,"LOC121897605/elna/tspan5a/LOC121899291/bmp7b/dab2/serpine1/tp53/bmpr1ba/id1/twsg1a/bmpr1bb/dbn1/rgmd/pdgfd/cav1/rgma/fermt2/pdia3/bmp5/LOC121913625/skila/hivep1/tgfbr3/LOC121882333/neo1a/ltbp3/furina/LOC121908206/gdf10a/ppm1aa/nr3c1/cdkn2a/b/ltbp1/LOC121880933/sox6/llgl1/LOC121907292/hipk2/star/lrig3/fn1a/LOC121881346/tgfb1a/LOC121887119/LOC121887862/cited4a/ube2ib/pard6a/bambia/LOC121892330/LOC121892016/cdc42l/epb41l5/LOC121906858/bmp4/ptk2aa/LOC121885245/dusp22b/parp1/LOC121904611/zfyve9b/smad1/LOC121911203/mstnb/mapk7/sumo2a/ugcg"
"163","regulation of substrate adhesion-dependent cell spreading","Biological Process",1.93701203316162,0.0001924688412405,0.0103885942652388,0.00913807504552893,"GO:1900024","27/3106","64/14261",27,"fbln1/LOC121910722/postnb/dab2/has2/dbn1/myadma/prex1/abl1/rcc2/bcar1/LOC121909298/LOC121910151/LOC121912416/meltf/calr/LOC121906924/LOC121890861/s100a10a/calr3a/itgb3b/ptk2aa/flna/LOC121912819/myoc/arpc2/net1"
"164","mitochondrial respirasome","Cellular Component",1.80377840125103,0.000205301339413119,0.0110136657570526,0.0096879040267346,"GO:0005746","33/3106","84/14261",33,"oxa1l/ndufs2/ndufc2/ndufb11/ndufb5/ndufs8b/LOC121886076/LOC121886075/LOC121885537/ndufa5/ndufb9/ndufab1b/LOC121900562/ndufa7/LOC121880680/ndufb4/LOC121884327/ndufb3/ndufa11/LOC121898301/sdhb/sdhc/ndufs7/LOC121908033/ndufb6/LOC121891149/LOC121904049/ndufa3/LOC121900357/ndufa6/LOC121890741/ndufa1/LOC121913002"
"165","connective tissue development","Biological Process",1.44045048798657,0.000210559886878582,0.0112005411678733,0.00985228445055746,"GO:0061448","80/3106","255/14261",80,"thbs4b/LOC121895699/axin2/col11a2/lum/anxa6/tnmd/bmpr1ba/bmp1a/mycn/bmpr1bb/prkcaa/sparc/oxct1a/gli2a/rxfp1/ccn2a/LOC121910427/acta2/fgfr1a/LOC121913625/ghra/LOC121912251/LOC121886247/six2a/pax7a/LOC121907117/xbp1/LOC121881170/LOC121908206/col5a1/LOC121884818/LOC121899965/sox6/hif1aa/fgf18a/eif2ak3/crip1/jag1b/tgfb1a/LOC121887119/cdk4/lrp5/LOC121889201/osr2/thbs1b/mmp15a/osr1/tbl1xr1a/mmp14a/creb5b/sema3d/bmp4/hmga2/LOC121894742/smad9/igf1/LOC121909225/sulf1/sh3pxd2b/LOC121905206/smad1/snai2/LOC121911203/umodl1/hoxa11b/sec23a/LOC121913056/LOC121888476/cd44b/LOC121903818/mmp14b/arrdc3a/pik3ca/selenom/alcama/notch1a/spartb/aacs/mapk3"
"166","angiogenesis","Biological Process",1.42037226625654,0.000211330965431571,0.0112005411678733,0.00985228445055746,"GO:0001525","86/3106","278/14261",86,"tgfbi/hey1/pdgfra/adgra2/plxnd1/ccbe1/epha2a/serpine1/id1/ncl/ramp2/angpt1/mcamb/cav1/ccn2a/ednraa/LOC121910427/fermt2/fgfr1a/LOC121894558/adm2a/itgav/itgb1a/LOC121913625/itga5/calcrla/LOC121909664/adam8a/LOC121894706/sox17/xbp1/LOC121881170/vegfd/hs6st1a/plaub/notch2/hif1aa/lama5/LOC121907292/fgf18a/eif2ak3/igfbp2a/hbegfa/jag1b/mcama/b4galt1l/nrarpa/roraa/ptgs2b/LOC121903474/lepr/gja5a/dla/nfatc3a/LOC121905833/thbs1b/LOC121881499/fgfr2/narfl/mmp14a/rspo3/amotl2a/itgb3b/LOC121887816/bmp4/ptk2aa/flna/ppp3r1a/LOC121887593/LOC121897263/ephb2b/plcd3a/LOC121898129/nfatc4/LOC121909225/adipor2/epha2b/LOC121903818/mmp14b/gpx1b/kctd10/nus1/krit1/notch1a/ptenb/LOC121911184"
"167","positive regulation of cell-substrate adhesion","Biological Process",1.60700257566001,0.000216000641886552,0.0112867329864769,0.00992810099383567,"GO:0010811","49/3106","140/14261",49,"fbln1/ccdc80/nid1a/dab2/LOC121899090/has2/dbn1/myadma/LOC121885487/emp2/prex1/LOC121894558/itga6a/itgb1a/abl1/itga5/LOC121881170/LOC121909298/arl2/LOC121904435/LOC121910151/LOC121912416/LOC121880708/calr/fn1a/LOC121894730/LOC121906924/LOC121890861/thbs1b/s100a10a/cd36/calr3a/epb41l5/itgb3b/ptk2aa/flna/cdk6/LOC121895625/pcsk5b/fbln2/LOC121909225/LOC121912819/dmd/myoc/arpc2/LOC121899381/net1/jupa/smoc2"
"168","regulation of epithelial cell proliferation","Biological Process",1.36960446789206,0.000216756054921646,0.0112867329864769,0.00992810099383567,"GO:0050678","105/3106","352/14261",105,"thbs4b/serpinf1/hey1/lamb1b/dab2/has2/tnmd/id1/prkcaa/lamb1a/sparc/thbs4a/ccnd2a/cav1/ednraa/LOC121896445/LOC121905749/pparg/aimp1b/fgfr1a/bmp5/stat3/ptprna/tgfbr3/LOC121882333/LOC121909664/LOC121894706/badb/LOC121897594/xbp1/LOC121881170/egfra/hmgb1b/cdkn2a/b/vegfd/LOC121880985/plaub/gli1/glula/hif1aa/LOC121895774/LOC121881107/LOC121900182/tp63/eya1/sav1/LOC121894132/men1/b4galt1l/dusp10/tgfb1a/LOC121887119/nrarpa/tbx18/LOC121889201/fbxw7/LOC121906924/osr2/aimp1a/LOC121905833/her6/LOC121891899/thbs1b/aldh1a2/eaf2/osr1/fgfr2/vps25/jcada/intu/grnb/ift52/tgfa/itgb3b/bmp4/ar/pgr/cdk6/hmga2/il10/sirt6/igf1/nr2f2/rgn/sulf1/ift172/LOC121910242/pdcd10a/snai2/LOC121911203/atoh8/LOC121907944/LOC121892375/pold4/tgm1l1/LOC121903818/gpx1b/LOC121908996/krit1/notch1a/ptenb/wdr13/tsc2/LOC121911184/ctsla"
"169","negative regulation of neurogenesis","Biological Process",1.32192990525251,0.000216805850729096,0.0112867329864769,0.00992810099383567,"GO:0050768","131/3106","455/14261",131,"numbl/hey1/ntn1b/bmp7b/ntn1a/dab2/tp53/fsta/id1/mycn/pitx3/mapk8a/slit1a/cav1/LOC121905341/rgma/ctsz/pmp22b/LOC121882623/kif26ba/itgb1a/stat3/LOC121900476/LOC121912489/abl1/dusp8a/dio3a/idh2/dnm3b/neo1a/daam2/LOC121891214/LOC121909298/cdkn2a/b/LOC121884818/LOC121881849/llgl1/notch2/gli3/LOC121895774/LOC121880586/ctnna1/sdk2b/tnfrsfa/calr/lmo4b/nr2f1a/jag1b/tnn/dusp10/tgfb1a/mapk8b/LOC121887119/sema3fb/LOC121886375/LOC121900498/fbxw7/LOC121891993/sorl1/map2/epha4l/ncam1b/runx1t1/dla/rps6ka2/LOC121905833/her6/LOC121892330/LOC121912626/LOC121881499/eif4eb/calr3a/LOC121894735/atf5a/ldlrb/gfi1aa/LOC121906858/plk2b/bmp4/ptk2aa/flna/LOC121909171/hmga2/trim46a/rapgef2b/plekhg5b/isl2b/lrp4/sox3/agrn/cspg4/rap1gap2a/arid1ab/cntn3a.1/ephb2b/nfatc4/foxo3b/katna1/dguok/dixdc1a/LOC121913726/dmd/ulk2/inpp5jb/pbx1a/LOC121911203/inppl1a/inpp5f/abl2/trak2/LOC121912553/LOC121895414/LOC121892375/LOC121898301/LOC121903818/plxna3/cers2a/sema6dl/nr1h3/lrp1ab/notch1a/spartb/ptenb/kif26ab/smarcb1a/smarca4a/fgf13a/tsc2/brinp1/smarcd3b/LOC121911184"
"170","regulation of cellular response to transforming growth factor beta stimulus","Biological Process",1.6225375092593,0.00022289389595199,0.0115354146857977,0.0101468478206751,"GO:1903844","47/3106","133/14261",47,"dkk3b/tspan5a/dab2/tp53/bmp1a/twsg1a/fam89b/aspn/cav1/itga8/LOC121885487/chrd/LOC121913625/skila/tgfbr3/LOC121882333/LOC121887586/LOC121897594/furina/xbp1/LOC121881170/LOC121908206/flcn/ppm1aa/cdkn2a/b/ltbp1/pin1/got1/LOC121912416/LOC121881107/LOC121907292/hipk2/LOC121886754/lrig3/men1/tgfb1a/cited4a/bambia/thbs1b/ing2/LOC121894579/bmp4/LOC121885245/vasnb/LOC121912900/snw1/snx1a"
"171","imaginal disc-derived wing margin morphogenesis","Biological Process",1.68079351025665,0.000233160116923532,0.0119961561911885,0.0105521279139539,"GO:0008587","41/3106","112/14261",41,"itgb2/axin2/itga8/tns2a/LOC121894558/itga6a/itgav/itgb1a/itga5/itga7/dvl2/LOC121881793/hs6st1a/tns1a/LOC121908245/notch2/LOC121908577/LOC121880586/hipk2/hipk3b/ehd4/lrp5/LOC121886375/LOC121906924/dla/LOC121885442/itcha/tbl1xr1a/LOC121907457/itgb3b/hipk1a/asxl2/arid1ab/LOC121901833/ehd3/LOC121903818/notch1a/LOC121887979/tns1b/smarcb1a/smarca4a"
"172","imaginal disc-derived wing morphogenesis","Biological Process",1.31754248439206,0.000239971877666524,0.0122629248279626,0.0107867844767568,"GO:0007476","132/3106","460/14261",132,"LOC121908042/LOC121888854/bmp7b/itgb2/axin2/id1/bmp1a/myh7l/fzd2/fscn1a/dlc1/epb41l3b/itga8/fjx1/wnt6b/tns2a/LOC121894558/itga6a/LOC121885302/bmp5/chrd/tead1b/itgav/itgb1a/prkacab/LOC121887004/LOC121908040/hivep1/itga5/prickle1a/itga7/dvl2/mark2b/stard13b/LOC121901717/LOC121881793/egfra/fnbp1l/hs6st1a/tns1a/sall3b/LOC121905968/LOC121908245/notch2/stim1a/cc2d1b/LOC121906004/LOC121908577/LOC121914042/LOC121880586/LOC121907292/mark1/nr2e3/hipk2/hipk3b/LOC121910219/LOC121911912/cops8/ehd4/aebp2/jag1b/LOC121894730/LOC121895127/tec/lrp5/LOC121886375/LOC121913306/LOC121895902/ppp1r12c/LOC121906924/LOC121900512/rapgef6/dla/rps6ka2/nedd4a/LOC121882041/tead1a/prickle1b/LOC121885442/itcha/LOC121881499/tbl1xr1a/intu/fzd1/zfhx3b/LOC121911964/cdc42l/LOC121906032/gpc5c/LOC121907457/itgb3b/bmp4/hipk1a/LOC121884827/rapgef2b/LOC121894742/asxl2/arid1ab/jag2b/rgn/LOC121901833/LOC121889567/grk6/ehd3/LOC121883403/LOC121908041/frya/LOC121912695/atoh8/ldb2a/rbfox1l/grk4/myl9b/LOC121892375/LOC121886566/LOC121903818/LOC121882695/napab/elob/nr1h3/atp6ap2/ash2l/chd7/notch1a/LOC121887979/LOC121912203/LOC121880812/tns1b/smarcb1a/smarca4a/wdr1/LOC121884605"
"173","translational termination","Biological Process",1.77396388222209,0.000241132756903561,0.0122629248279626,0.0107867844767568,"GO:0006415","34/3106","88/14261",34,"oxa1l/abce1/mrps22/mrps18a/mrps23/LOC121889849/mrpl28/mrpl47/dap3/mrpl19/mrpl42/mrpl53/mrpl21/mrpl12/mrpl44/aurkaip1/mrps7/mrps21/mrpl36/mrps25/mrpl41/mrpl16/mrpl46/mrpl49/mrpl3/mrps34/mrps6/mrpl27/mrpl17/mrpl11/mrpl35/mrps18b/mrpl1/mrpl30"
"174","lung development","Biological Process",1.46843221199306,0.000248516895407444,0.0125658140562913,0.0110532136420782,"GO:0030324","71/3106","222/14261",71,"loxa/LOC121910200/pdgfra/ccbe1/ctsh/id1/mycn/dbn1/sparc/LOC121908701/loxl3b/gli2a/rxfp1/ccn2a/LOC121910427/LOC121896445/ctsz/fgfr1a/LOC121885954/LOC121913625/LOC121882333/celsr1a/ltbp3/LOC121903950/hmgb1b/arg2/nr3c1/hs6st1a/LOC121905968/gli1/fstl3/gli3/LOC121908577/lama5/srebf1/fgf18a/sav1/asah1b/LOC121894730/tgfb1a/LOC121887119/hnrnpa1b/LOC121889201/fbxw7/igfbp5b/fgfr4/her6/man1a2/aldh1a2/eif4eb/ptk7b/fgfr2/fzd1/mmp14a/bmp4/pgr/aimp2/hmga2/ppp3r1a/mapk8ip3/igf1/LOC121910242/spry1/LOC121911203/LOC121900419/LOC121903818/tncb/mmp14b/plod3/notch1a/mapk3"
"175","double-stranded RNA binding","Molecular Function",1.73991256312062,0.000251742687451043,0.0126561837953959,0.01113270519182,"GO:0003725","36/3106","95/14261",36,"LOC121883517/LOC121893746/LOC121893745/LOC121883514/LOC121883529/LOC121883527/LOC121883513/LOC121883509/LOC121894285/LOC121884030/LOC121883515/LOC121883532/actn1/eif4a1a/LOC121883511/LOC121906116/LOC121883528/slc3a2a/eif4h/dhx15/hmgb1b/LOC121883530/LOC121907610/aptx/hnrnpa1b/LOC121908544/LOC121900668/mrpl44/LOC121884700/LOC121909171/LOC121883510/ilf2/tlr3/rc3h1b/hspd1/stau2"
"176","regulation of muscle adaptation","Biological Process",1.642464885692,0.000255679902446597,0.012781089668893,0.0112425756147571,"GO:0043502","44/3106","123/14261",44,"LOC121908042/tnfrsf1a/prkag3b/myh7l/prkcaa/LOC121911543/LOC121896445/casq1b/camk2b1/tead1b/LOC121908040/tnnc1a/cmya5/nr3c1/pin1/LOC121896391/LOC121906230/slc25a4/foxo1a/adra1ab/igfbp5b/nedd4a/LOC121894579/actn3b/pak1/ccn4a/ptk2aa/parp1/igf1/slc9a1a/dmd/LOC121905206/glrx3/klf4/ece1/LOC121908041/LOC121913056/myog/LOC121892100/LOC121903708/LOC121903818/mef2aa/notch1a/trip10a"
"177","translational elongation","Biological Process",1.68493061668153,0.000260266970470541,0.0128277479759875,0.0112836174632344,"GO:0006414","40/3106","109/14261",40,"LOC121889464/LOC121912691/oxa1l/eef1db/gfm1/mrps22/mrps18a/LOC121908547/mrps23/LOC121889849/mrpl28/mrpl47/dap3/mrpl19/mrpl42/mrpl53/mrpl21/mrpl12/tsfm/mrpl44/aurkaip1/mrps7/mrps21/mrpl36/mrps25/mrpl41/mrpl16/mrpl46/mrpl49/mrpl3/mrps34/mrps6/mrpl27/mrpl17/mrpl11/sepsecs/mrpl35/mrps18b/mrpl1/mrpl30"
"178","amide biosynthetic process","Biological Process",1.30385604516025,0.000261463010795216,0.0128277479759875,0.0112836174632344,"GO:0043604","140/3106","493/14261",140,"LOC121889464/acsl4a/LOC121887888/LOC121912691/scd/rps4x/LOC121884171/oplah/eif4a1a/oxa1l/abce1/fasn/aimp1b/eef1db/gfm1/gclm/rpl34/acsl3a/acacb/b3galt2/mrps22/mrps18a/LOC121908547/chac1/furina/LOC121903950/eif4h/egfra/arg2/LOC121906115/mrps23/st8sia6/LOC121889849/LOC121900113/LOC121911051/mrpl28/eif3k/otulina/farsb/tnip1/eif2ak3/eif2s1b/cps1/mrpl47/aldh1l1/denr/nars2/eif1axb/ppa1b/rplp0/mrps15/eif5/dap3/acsbg2/acsl3b/mrpl19/eif2b5/nhp2/ftsj1/mrpl42/aimp1a/mrpl53/mrpl21/gtf2h2/mrpl12/tsfm/eif4eb/LOC121898492/sptlc1/utp11/mrpl44/acaca/LOC121901890/gart/aimp2/rrbp1a/aurkaip1/mrps7/mrps21/rpl7l1/pdha1b/pcsk5b/ndufa7/mrpl36/mrps25/LOC121900133/sars2/rps25/ass1/bckdha/wars2/dmd/eif3g/mrpl41/smpd2b/eif2b3/mrpl16/mterf3/mthfd1l/mrto4/rpl22l1/pelo/mrpl46/mrpl49/mrpl3/mrps34/mrps6/abcf1/mrpl27/ighmbp2/mrpl17/mrpl11/rsl1d1/cops5/rpl5a/cers2a/rpl36/sepsecs/gcn1/mrpl35/scdb/mrps18b/LOC121884547/ugcg/eif5b/mcts1/rpl23a/farsa/mrpl1/mrpl30/rpl21/rpl35a/eif2a/rps3/rps24/pdha1a/LOC121886909/LOC121900605/rpl39/LOC121900367"
"179","rRNA modification","Biological Process",2.29571796522859,0.000263462276878981,0.0128277479759875,0.0112836174632344,"GO:0000154","17/3106","34/14261",17,"nop10/bud23/emg1/nop58/nhp2/nop56/rpusd2/ftsj3/tfb1m/trmt112/bmt2/trmt61b/mrm3a/gar1/mrpl1/dkc1/fbl"
"180","laminin binding","Molecular Function",2.29571796522859,0.000263462276878981,0.0128277479759875,0.0112836174632344,"GO:0043236","17/3106","34/14261",17,"thbs4b/nid1a/ncl/thbs4a/LOC121905749/itga6a/itgb1a/itga7/LOC121881170/lrrc15/ache/LOC121894730/thbs1b/agrn/bcam/LOC121904611/ctss2.1"
"181","cellular component disassembly","Biological Process",1.32881557516761,0.000264884045649836,0.0128277479759875,0.0112836174632344,"GO:0022411","123/3106","425/14261",123,"LOC121899156/LOC121913666/LOC121888899/LOC121888854/bmp1a/oxa1l/abce1/LOC121894670/prkcaa/LOC121911917/fzd2/LOC121892064/hspa8b/mmp9/cav1/LOC121903263/mical2a/mical3a/LOC121886247/fis1/mrps22/mrps18a/spast/adam8a/dvl2/supt16h/mark2b/LOC121884384/sesn2/LOC121905758/furina/ccsapb/LOC121890155/hmgb1b/cdkn2a/b/acin1b/mrps23/LOC121889849/LOC121908245/mrpl28/kif5ab/sesn1/ddit4/LOC121908635/exosc5/mrpl47/denr/timp2a/atg4b/chmp1b/dap3/mrpl19/mrpl42/mrpl53/mrpl21/LOC121882041/mical2b/mrpl12/mmp15a/vps25/fzd1/mmp14a/katnal1/mrpl44/bnip4/atg4c/ppie/atg9a/aurkaip1/mrps7/pink1/mrps21/atg12/arid1ab/LOC121897564/mrpl36/mrps25/katna1/rel/sh3pxd2b/gabarapl2/LOC121880782/snai2/mrpl41/LOC121889567/mcoln2/mrpl16/ctss2.1/LOC121887425/pelo/mrpl46/mrpl49/LOC121888476/mrpl3/mrps34/LOC121893682/mrps6/mrpl27/mrpl17/chmp2a/mrpl11/cd44b/dnase2/mmp14b/napab/mrpl35/ern2/mrps18b/LOC121894075/map2k7/nckap5l/epg5/smarcb1a/LOC121880594/mcts1/smarca4a/mrpl1/wdr1/mrpl30/vamp8/smarcd3b/LOC121906130/ctsla"
"182","mitochondrial matrix","Cellular Component",1.31468447466453,0.000265361460744455,0.0128277479759875,0.0112836174632344,"GO:0005759","132/3106","461/14261",132,"LOC121884397/LOC121887888/pdk2a/ldha/LOC121909602/tp53/adhfe1/grpel1/oxa1l/abce1/oxct1a/ndufs2/aldh6a1/casq1b/gfm1/LOC121900476/nfs1/idh2/si:dkey-251i10.1/mrps22/mrps18a/aass/lias/aadat/fabp3/shmt2/arl2/arg2/nr3c1/bcat2/sucla2/acadm/LOC121910151/LOC121884057/mrps23/LOC121889849/got1/mrpl28/atp5f1e/mccc1/slc25a5/LOC121885842/LOC121884079/mpv17l2/cps1/mrpl47/ndufs8b/me2/mrps15/nubpl/dap3/mrpl19/gldc/pitrm1/mrpl42/aco2/mrps28/mrpl53/mrpl21/mrpl12/tsfm/LOC121886625/trnt1/LOC121882322/ndufab1b/mrpl44/idh3a/mrps7/mrps21/LOC121912900/LOC121888193/nudt1/pdha1b/LOC121887815/pdk1/ndufa7/timm44/mrpl36/ogdhl/mrps25/LOC121893602/prodha/sars2/dguok/bckdha/wars2/aldh7a1/tk2/txnrd2.2/ppiaa/mrpl41/mrpl16/mcl1b/tmlhe/LOC121893709/tfb1m/mthfd1l/mccc2/smfn/mrpl46/mrpl49/mrpl3/mrps34/LOC121892375/mrps6/mrpl27/LOC121884192/aldh1l2/mrpl17/glrx5/mrpl11/lyrm7/alas1/ndufs7/trmt61b/mrm3a/mrpl35/gpx1b/acaa2/mrps18b/polg/aldh4a1/LOC121910516/prdx3/mrpl1/mrpl30/prdx5/hsd17b10/hspd1/rps3/pdha1a/lonp1"
