"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"2429","calcium ion homeostasis","Biological Process",1.12612058104176,0.0816421261454887,0.296900054915648,0.241229194782658,"GO:0055074","112/3369","421/14261",112,"fzd2/anxa6/cav3/ank2b/drd2a/lpar2b/pdgfra/hsp90b1/LOC121909298/plcd1b/bcap31/hexb/LOC121889464/LOC121909443/plce1/slc8a1b/lpar4/tgfb1a/cacna1c/f2rl1.2/LOC121909672/adcyap1r1a/LOC121908668/edn3b/cav1/tgm2b/jak2a/pkd2/ednrba/ednraa/LOC121898953/calr/itgb3a/LOC121894132/LOC121891211/LOC121903253/adma/LOC121892171/prkacab/adra1d/rap1gds1/LOC121891066/plcg2/pth1r/prkcaa/LOC121885605/stc2a/LOC121912900/tmtc2a/si:dkey-63b1.1/LOC121909650/trpm4a/LOC121912252/stim1a/itgav/avpr1aa/pygmb/LOC121894388/lrp6/LOC121905499/tpcn1/LOC121910811/LOC121910801/got1/LOC121888350/fis1/cd36/LOC121886469/tmem165/gng3/LOC121898476/pgm1/atp2a1l/bmp4/atp2b2/LOC121884341/apoeb/LOC121891771/dbi/selenon/abl1/gata2a/atp2b1a/edn2/LOC121894610/trpc1/ero1a/atp1a2a/anxa5b/LOC121880591/grik2/hmgb1a/lpar1/LOC121911706/capn3b/gnat2/gja1b/pdpk1b/mcur1/unm_hu7910/fgf2/htt/p2ry4/pthlha/LOC121900126/LOC121903708/LOC121912077/LOC121884400/atp1b1a/LOC121908896/trpv4/LOC121907218"
"2430","positive regulation of ion transmembrane transport","Biological Process",1.21733529663968,0.0817465084948746,0.296900054915648,0.241229194782658,"GO:0034767","44/3369","153/14261",44,"ank2b/LOC121909672/chp1/edn3b/LOC121894507/pkd2/ednraa/LOC121891211/rapgef3/flna/LOC121900514/arl6ip1/plcg2/tmsb2/si:dkey-151g10.3/stim1a/wnk1b/slc9a1a/ctss2.1/LOC121887276/LOC121895936/LOC121906089/kcnj2a/LOC121888433/kcnc2/ephb2b/atp2a1l/bmp4/atp1b2b/dbi/abl1/stac/ehd3/trpc1/LOC121880591/capn3b/gjc2/pdpk1b/unm_hu7910/htt/LOC121903708/LOC121912077/LOC121884400/atp1b1a"
"2431","forebrain neuron development","Biological Process",1.41100227565054,0.0818703777200911,0.296900054915648,0.241229194782658,"GO:0021884","16/3369","48/14261",16,"LOC121910123/drd2a/nrp2a/LOC121891214/sall3a/robo1/nrp1a/LOC121909664/ogdhb/fgfr2/rapgef2b/wnt5a/LOC121885318/slit2/otpa/ptk2aa"
"2432","positive regulation of blood pressure","Biological Process",1.41100227565054,0.0818703777200911,0.296900054915648,0.241229194782658,"GO:0045777","16/3369","48/14261",16,"LOC121895103/LOC121897829/LOC121897830/adra1d/LOC121901688/manf/nr2f2/wnk1b/avpr1aa/LOC121895898/LOC121895936/LOC121895014/adra2b/LOC121894833/id2a/LOC121894610"
"2433","photoreceptor cell axon guidance","Biological Process",1.41100227565054,0.0818703777200911,0.296900054915648,0.241229194782658,"GO:0072499","16/3369","48/14261",16,"ablim2/vav2/robo1/LOC121892127/LOC121911171/LOC121907988/LOC121909664/ablim1a/ezrb/LOC121909107/LOC121910149/abl1/LOC121895767/LOC121906769/dbf4/LOC121907308"
"2434","nuclear matrix","Cellular Component",1.25846148909372,0.0819707879517373,0.296900054915648,0.241229194782658,"GO:0016363","33/3369","111/14261",33,"LOC121911622/LOC121913056/LOC121906222/jak2a/LOC121894132/runx1t1/fign/smc1a/stag2b/LOC121887586/LOC121904692/sfpq/smc3/cxxc1a/LOC121891899/LOC121905206/clic4/hat1/cad/cenpf/LOC121905968/uhrf1/yy1a/arfgef1/LOC121894182/cfl2/cebpb/psma6a/dcaf7/kif4/hnrnpm/scaf8/yy1b"
"2435","melanin metabolic process","Biological Process",1.30648358856531,0.0824586378091752,0.296900054915648,0.241229194782658,"GO:0006582","25/3369","81/14261",25,"arhgef15b/vav2/epha4l/mapre2/arhgef16/LOC121882859/LOC121888899/epha3/prkci/LOC121909901/asip1/mapk8a/map2k7/cited1/ephb2b/LOC121909107/diaph2/LOC121898416/rhobtb4/trpc1/LOC121895767/ptenb/epha7/LOC121909861/LOC121895481"
"2436","cellular response to ionizing radiation","Biological Process",1.30648358856531,0.0824586378091752,0.296900054915648,0.241229194782658,"GO:0071479","25/3369","81/14261",25,"LOC121899291/tgfb1a/dbn1/eef1db/LOC121908668/nucks1a/stat5a/mdm2/mapk14b/map2k1/LOC121892167/atr/LOC121895014/eef1da/LOC121897994/cdkn1a/LOC121882938/pank2/mapk14a/ccnd2a/LOC121894614/LOC121912066/sirt1/ints7/kdm1a"
"2437","lens morphogenesis in camera-type eye","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0002089","10/3369","27/14261",10,"shroom2a/epha2a/bcar3/nectin3a/ctnnb1/hipk2/cited4a/bmp4/fgf2/nectin1b"
"2438","calcium-dependent cysteine-type endopeptidase activity","Molecular Function",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0004198","10/3369","27/14261",10,"pef1/pdcd6/capn10/capn2b/capn1/capns1b/capn5a/capn3b/capn15/ptk2aa"
"2439","platelet-derived growth factor receptor binding","Molecular Function",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0005161","10/3369","27/14261",10,"pdgfra/itga5/pdgfab/vegfab/LOC121910427/itgb3a/pik3r1/vegfaa/LOC121894558/ptenb"
"2440","chromocenter","Cellular Component",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0010369","10/3369","27/14261",10,"cbx1a/cbx5/hdlbpb/aurkb/esco2/atrx/serbp1a/LOC121892351/hdlbpa/LOC121903892"
"2441","astrocyte development","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0014002","10/3369","27/14261",10,"lamb2/LOC121909171/lrp1ab/ror1/egfra/smo/lamc3/LOC121894735/cdk6/LOC121907218"
"2442","oxidoreductase activity, acting on peroxide as acceptor","Molecular Function",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0016684","10/3369","27/14261",10,"mgst3a/ptgs2b/clic2/prdx1/gpx8/sesn2/LOC121880577/prdx4/cat/pdcl"
"2443","ruffle organization","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0031529","10/3369","27/14261",10,"LOC121895103/LOC121897829/LOC121897830/LOC121911291/plek/LOC121912819/LOC121901722/LOC121894686/cyfip1/lima1a"
"2444","positive regulation of hormone metabolic process","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0032352","10/3369","27/14261",10,"dab2/wnt4/tnfb/hif1aa/LOC121894610/LOC121902846/bmp6/kdm1a/arnt2/arnt"
"2445","dsRNA transport","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0033227","10/3369","27/14261",10,"vps41/LOC121906116/LOC121908247/cpvl/flot1b/LOC121898383/pik3c3/myo3b/LOC121911850/cog2"
"2446","tube fusion","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0035146","10/3369","27/14261",10,"ctnnb1/bmp4/macf1a/LOC121903457/copg2/fbxw7/LOC121889601/exoc2/pleca/tjp1a"
"2447","branch fusion, open tracheal system","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0035147","10/3369","27/14261",10,"ctnnb1/bmp4/macf1a/LOC121903457/copg2/fbxw7/LOC121889601/exoc2/pleca/tjp1a"
"2448","enteroendocrine cell differentiation","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0035883","10/3369","27/14261",10,"smo/LOC121889134/sidt2/bmp4/atg16l1/wnt5a/pdpk1b/tsc1b/bmp6/cdk6"
"2449","regulation of cardiac muscle cell membrane repolarization","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:0099623","10/3369","27/14261",10,"cav3/ank2b/snta1/LOC121891211/flna/LOC121900514/wdr1/LOC121880591/LOC121907944/gja1b"
"2450","negative regulation of chromosome separation","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:1905819","10/3369","27/14261",10,"LOC121906222/pttg1/bub3/bub1bb/LOC121912085/cenpf/LOC121908995/kntc1/cenpe/birc5a"
"2451","negative regulation of mitotic sister chromatid separation","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:2000816","10/3369","27/14261",10,"LOC121906222/pttg1/bub3/bub1bb/LOC121912085/cenpf/LOC121908995/kntc1/cenpe/birc5a"
"2452","regulation of skeletal muscle cell differentiation","Biological Process",1.56778030627838,0.0828040733186024,0.296900054915648,0.241229194782658,"GO:2001014","10/3369","27/14261",10,"LOC121889192/sdc4/nr1d2a/wnt4/LOC121892381/mef2cb/LOC121880985/nr1d2b/klhl41a/capn3b"
"2453","regulation of intrinsic apoptotic signaling pathway","Biological Process",1.19334766930019,0.0829781942652368,0.296900054915648,0.241229194782658,"GO:2001242","53/3369","188/14261",53,"clu/msx1a/cd44b/bcap31/ptgs2b/mmp9/hyou1/cav1/mcl1b/lrrk2/cxcl12b/LOC121912985/hells/mdm2/atf3/xbp1/tmem161a/hnrnpk/map2k1/LOC121913036/si:dkey-63b1.1/sfpq/ptpn2a/hif1aa/LOC121881350/fis1/ern2/nck2a/p4hb/txndc12/ptpn2b/akt1/ivns1abpa/badb/cylda/rack1/dapk2b/skila/atad5a/LOC121894614/ralbp1/LOC121906050/ptpn1/bag5/cep63/sirt1/syvn1/fbxw7/LOC121894002/kdm1a/LOC121884400/LOC121881849/ppiaa"
"2454","insulin-like growth factor binding","Molecular Function",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0005520","7/3369","17/14261",7,"rxfp1/igfbp1a/igfbp6b/insra/itga6b/LOC121902846/ccn2a"
"2455","cellular potassium ion homeostasis","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0030007","7/3369","17/14261",7,"drd2a/atp1a3a/kcnj2a/atp1b2b/atp1a3b/atp1a2a/atp1b1a"
"2456","early phagosome","Cellular Component",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0032009","7/3369","17/14261",7,"snx2/LOC121885279/snx1a/snx18a/LOC121902437/pik3c2a/snx9b"
"2457","regulation of water loss via skin","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0033561","7/3369","17/14261",7,"met/LOC121889192/stmn1b/scd/scdb/LOC121913666/tp63"
"2458","protein folding in endoplasmic reticulum","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0034975","7/3369","17/14261",7,"hsp90b1/LOC121909298/calr/pdia3/canx/ero1a/emc4"
"2459","prepupal development","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0035210","7/3369","17/14261",7,"stx7l/LOC121905429/rxraa/nr1h3/wash1/LOC121907258/sumo2a"
"2460","chemokine receptor binding","Molecular Function",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0042379","7/3369","17/14261",7,"nes/stat3/cxcl12b/LOC121903253/stat1a/nup85/cnih4"
"2461","protein kinase B binding","Molecular Function",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0043422","7/3369","17/14261",7,"srsf5b/raraa/pde3b/badb/LOC121888930/sirt1/srsf1b"
"2462","folic acid metabolic process","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0046655","7/3369","17/14261",7,"shmt2/mthfd1l/gnmt/mthfd2/mthfr/aldh1l2/mthfd1b"
"2463","regulation of retinoic acid receptor signaling pathway","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0048385","7/3369","17/14261",7,"LOC121909298/LOC121889192/calr/ctbp2l/tgif1/LOC121911661/LOC121908944"
"2464","white fat cell differentiation","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0050872","7/3369","17/14261",7,"pparg/ctbp2l/fabp4a/scd/scdb/LOC121911661/sirt1"
"2465","epithelial cell differentiation involved in prostate gland development","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0060742","7/3369","17/14261",7,"esr2b/stat5a/fgfr2/ctnnb1/rxraa/tp63/LOC121911850"
"2466","regulation of histone H3-K27 methylation","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0061085","7/3369","17/14261",7,"mtf2/rcor2/LOC121892167/ash1l/LOC121912626/asxl2/LOC121881849"
"2467","negative regulation of insulin secretion involved in cellular response to glucose stimulus","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0061179","7/3369","17/14261",7,"ucp2/pim3/LOC121899980/pde4ca/pde3b/LOC121904676/LOC121906627"
"2468","subsynaptic reticulum","Cellular Component",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0071212","7/3369","17/14261",7,"enah/LOC121885279/mpp7a/snx18a/vps35/ehd3/snx9b"
"2469","positive regulation of podosome assembly","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0071803","7/3369","17/14261",7,"fscn1a/LOC121913306/arhgef5/tnfb/mapk8a/LOC121910149/LOC121894002"
"2470","membrane repolarization","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0086009","7/3369","17/14261",7,"LOC121912251/kcnj2a/atp1b2b/atp1a2a/LOC121907117/LOC121894523/atp1b1a"
"2471","negative regulation of protein kinase C signaling","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0090038","7/3369","17/14261",7,"myadma/LOC121894422/prkar1aa/LOC121887335/ric8a/LOC121900989/phlpp1"
"2472","regulation of ventricular cardiac muscle cell action potential","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:0098911","7/3369","17/14261",7,"cacna1c/dsc2l/cav1/LOC121900514/trpm4a/dspa/LOC121907944"
"2473","positive regulation of stem cell population maintenance","Biological Process",1.74300281109772,0.0830863229383724,0.296900054915648,0.241229194782658,"GO:1902459","7/3369","17/14261",7,"tead1b/tead3a/kdm2ba/tp63/lbh/usp36/LOC121898091"
"2474","ear morphogenesis","Biological Process",1.23199452426204,0.0831933104654435,0.297162200720745,0.241442186395264,"GO:0042471","39/3369","134/14261",39,"fzd2/nbl1/ntn1a/msx1a/gli2a/fsta/lrig3/LOC121912544/mafba/slitrk6/lrig1/osr2/dlx3b/frzb/chd7/ptprq/bloc1s5/fgfr2/LOC121910695/LOC121883610/mapk3/abr/LOC121908206/bcr/LOC121905675/celsr1a/triobpb/insig1/LOC121887119/LOC121880985/ephb2b/LOC121905677/atp2b2/dvl2/gata2a/wnt5a/atp8a2/myo3b/prrx1b"
"2475","regulation of cysteine-type endopeptidase activity","Biological Process",1.15058239256067,0.0834459149883851,0.29787321459757,0.242019880141513,"GO:2000116","81/3369","298/14261",81,"gas6/cd44b/LOC121908813/bcap31/ptgs2b/vegfab/mmp9/gpia/LOC121896717/cdkn2a/b/pparg/jak2a/LOC121898953/ctsh/robo1/thbs1b/LOC121889057/LOC121909664/LOC121882289/rps6ka1/mdm2/serpinb1l3/arl6ip1/prdx4/LOC121881185/anp32b/pdcd6/bcl2l13/xdh/dhcr24/LOC121881170/birc2/tnfb/LOC121885992/LOC121913036/LOC121882918/LOC121903701/klf4/esco2/LOC121908417/stat1a/ndr2/vegfaa/LOC121910098/LOC121881350/fis1/hip1/LOC121911736/htra4/macf1a/casp3a/LOC121902024/LOC121898843/nod1/tp63/lgmn/akt1/gramd4a/badb/hmgb1a/LOC121907378/rack1/dlc1/ift57/LOC121894614/LOC121888930/LOC121906050/unm_hu7910/casp8/sirt1/htt/LOC121894002/LOC121884400/aifm1/LOC121888303/birc5a/LOC121904353/epha7/pleca/ccn2a/LOC121907218"
"2476","regulation of cation transmembrane transport","Biological Process",1.14935946956964,0.0836620585256927,0.29787321459757,0.242019880141513,"GO:1904062","82/3369","302/14261",82,"cav3/ank2b/drd2a/LOC121909443/clic2/mmp9/snta1/slc8a1b/fhl1a/tgfb1a/cacna1c/LOC121909672/chp1/LOC121908672/edn3b/LOC121894507/cav1/pkd2/ednraa/itgb3a/LOC121891211/rapgef3/flna/LOC121900514/prkacab/chd7/LOC121891066/plcg2/tmsb2/snx27a/si:dkey-151g10.3/stim1a/wnk1b/capn1/slc9a1a/mef2cb/ctss2.1/cbarpb/LOC121887276/LOC121895936/LOC121888350/LOC121895014/LOC121906089/LOC121886469/pm20d1.2/kcnj2a/snx27b/LOC121888433/kcnc2/ephb2b/atp2a1l/bmp4/atp1b2b/LOC121911346/LOC121884341/dbi/selenon/abl1/stac/ehd3/trpc1/atp1a2a/LOC121880591/LOC121907944/LOC121911706/capn3b/dhrs7cb/gjc2/pdpk1b/unm_hu7910/htt/pik3c2a/ahnak/LOC121903708/LOC121912077/mink1/LOC121884400/atp1b1a/oxsr1b/ptenb/LOC121907218/ppiaa"
"2477","regulation of lipid kinase activity","Biological Process",1.33037357418479,0.0836834071220576,0.29787321459757,0.242019880141513,"GO:0043550","22/3369","70/14261",22,"pdgfra/kitb/LOC121910427/tgfb1a/vav2/LOC121903253/pik3r1/LOC121894026/klf4/tnfaip8l3/pik3r3b/raraa/pik3r2/csnk1g2b/ppp2r5a/LOC121899981/wash1/fgf2/LOC121894002/ptk2aa/ptenb/LOC121907218"
"2478","regulation of alpha-beta T cell activation","Biological Process",1.33037357418479,0.0836834071220576,0.29787321459757,0.242019880141513,"GO:0046634","22/3369","70/14261",22,"loxl3b/cd44b/LOC121909219/LOC121913625/tgfb1a/tgfbr2b/LOC121903253/ap3b1a/ada/LOC121908417/smad7/bcl6aa/raraa/malt1/gli3/arg2/hmgb1a/LOC121893636/prkcq/runx3/cblb/anxa1a"
"2479",NA,NA,1.36317169003527,0.0837423756166197,0.29787321459757,0.242019880141513,"GO:0072431","19/3369","59/14261",19,"arid3c/mdm2/LOC121894026/e2f8/tfdp1a/LOC121913310/sox4b/cdkn1bb/cdkn1a/rgcc/cdkn1ba/pcna/prkdc/cdk2/e2f4/aurka/e2f7/cdk1/ccnb1"
"2480",NA,NA,1.36317169003527,0.0837423756166197,0.29787321459757,0.242019880141513,"GO:1902400","19/3369","59/14261",19,"arid3c/mdm2/LOC121894026/e2f8/tfdp1a/LOC121913310/sox4b/cdkn1bb/cdkn1a/rgcc/cdkn1ba/pcna/prkdc/cdk2/e2f4/aurka/e2f7/cdk1/ccnb1"
"2481","cellular detoxification","Biological Process",1.36317169003527,0.0837423756166197,0.29787321459757,0.242019880141513,"GO:1990748","19/3369","59/14261",19,"mgst3a/ptgs2b/clic2/prdx1/gpx8/sesn2/LOC121880577/LOC121901688/prdx4/cat/nqo1/txnrd2.2/LOC121890540/txnrd3/apoeb/gsr/srxn1/LOC121912077/pdcl"
"2482","glutathione metabolic process","Biological Process",1.44541696530055,0.0837631479319861,0.29787321459757,0.242019880141513,"GO:0006749","14/3369","41/14261",14,"idh1/LOC121910902/gss/LOC121884175/gclm/LOC121912952/LOC121900113/LOC121895936/txnrd3/gclc/aldh5a1/gsr/LOC121912077/ctns"
"2483","cerebral cortex radially oriented cell migration","Biological Process",1.44541696530055,0.0837631479319861,0.29787321459757,0.242019880141513,"GO:0021799","14/3369","41/14261",14,"LOC121910123/lamb1a/LOC121893956/lamb1b/sun1b/ndel1b/dab1a/syne2b/ctnnb1/mboat7/lrp8/fbxo45/gli3/ptk2aa"
"2484","chondroitin sulfate proteoglycan biosynthetic process","Biological Process",1.44541696530055,0.0837631479319861,0.29787321459757,0.242019880141513,"GO:0050650","14/3369","41/14261",14,"bgnb/dcn/pxylp1/LOC121887271/LOC121913506/csgalnact2/LOC121894669/b3gat3/LOC121884836/LOC121903452/chsy3/chsy1/ugdh/ext2"
"2485","establishment of protein localization to vacuole","Biological Process",1.44541696530055,0.0837631479319861,0.29787321459757,0.242019880141513,"GO:0072666","14/3369","41/14261",14,"clu/hps5/vps41/vps33a/tnfaip3/scarb2c/LOC121906214/ap3b1a/gnptab/LOC121904921/LOC121890872/hspa8b/vps18/lars1b"
"2486","magnesium ion binding","Molecular Function",1.20943052198618,0.0838195716613595,0.297953964107576,0.242085488547289,"GO:0000287","46/3369","161/14261",46,"LOC121888073/eya2/LOC121884139/glulb/LOC121900476/pck1/nudt5/psph/ncs1b/impa2/idh1/idh3a/gss/prkacab/pdcd6/rragca/mark2b/dctpp1/wnk1b/mapk12a/prps1b/dck/map2k7/rragcb/stk11/mthfd2/ern2/LOC121898476/top2a/LOC121886691/csnk1g2b/LOC121891786/pgm1/gclc/rhot1a/fen1/abl1/idh2/hmgcl/prkacbb/idi1/LOC121887638/dis3l2/pdp2/oxsr1b/nt5c3a"
"2487","receptor signaling pathway via JAK-STAT","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0007259","12/3369","34/14261",12,"stat3/jak2a/pkd2/socs3a/stat5a/stat1a/clcf1/ghra/il15ra/ptpn1/LOC121900515/ranbp9"
"2488","regulation of platelet activation","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0010543","12/3369","34/14261",12,"pdgfra/pdgfab/LOC121890962/serpine2/prkcaa/tec/LOC121911925/cd9a/apoeb/plek/prkcq/LOC121900435"
"2489","embryonic hindlimb morphogenesis","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0035116","12/3369","34/14261",12,"msx1a/wnt7aa/mmp13b/osr2/chd7/rarga/ctnnb1/lrp6/bmp4/LOC121912520/tp63/msx2b"
"2490","positive regulation of steroid metabolic process","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0045940","12/3369","34/14261",12,"dab2/fdps/scd/star/wnt4/tnfb/scdb/ldlrap1b/srebf1/apoeb/LOC121902846/bmp6"
"2491","R-SMAD binding","Molecular Function",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0070412","12/3369","34/14261",12,"smad6b/LOC121894409/LOC121898953/LOC121898530/zeb2b/fosab/ppm1aa/zeb2a/rgcc/LOC121903535/LOC121906883/LOC121911365"
"2492","receptor signaling pathway via STAT","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:0097696","12/3369","34/14261",12,"stat3/jak2a/pkd2/socs3a/stat5a/stat1a/clcf1/ghra/il15ra/ptpn1/LOC121900515/ranbp9"
"2493","positive regulation of telomere maintenance via telomere lengthening","Biological Process",1.49400240951234,0.0844015918432104,0.299180452113297,0.243082001377558,"GO:1904358","12/3369","34/14261",12,"cct7/aurkb/mapk3/hmbox1b/ctnnb1/atr/cct3/map2k7/cct4/prkcq/nek2/cct6a"
"2494","apoptotic signaling pathway","Biological Process",1.14265214960657,0.0847257264927218,0.300208999605526,0.243917688940554,"GO:0097190","88/3369","326/14261",88,"clu/anxa6/eya2/tnfrsf11a/LOC121909219/crip1/lamp1a/tgfb1a/cav1/sgpl1/jak2a/epha2a/LOC121898953/mcl1b/LOC121894132/esr2b/kitlga/nfatc4/msh6/prdx4/xbp1/pik3r1/pdcd6/prkcaa/LOC121894026/tnfb/srgn/ddit4/relt/tfdp1a/itgav/zmat4a/atrx/stk24b/msh2/LOC121907272/hipk2/jmy/LOC121881350/fis1/cdkn1a/rrp8/stk11/hip1/hic1/ern2/bokb/prodha/sst1.1/LOC121894833/atp2a1l/zmat3/trib3/casp3a/ier3/mknk2b/rhot1a/LOC121902024/LOC121898843/abl1/krt18a.1/LOC121901446/prkdc/tp63/ero1a/melk/akt1/LOC121892900/LOC121895803/badb/bcl3/cebpb/atad5a/LOC121894614/inhbaa/tp53bp2a/pdpk1b/LOC121906050/cul2/casp8/sirt1/fhit/LOC121904884/LOC121884400/LOC121890155/aifm1/ppardb/gsk3ba"
"2495","response to ionizing radiation","Biological Process",1.18524191154645,0.0850542453567203,0.301252250988913,0.244765323311123,"GO:0010212","56/3369","200/14261",56,"nes/LOC121899291/LOC121909219/dnmt1/tgfb1a/dbn1/eef1db/LOC121908668/cav1/nucks1a/socs3a/stat5a/mdm2/smc1a/star/mapk14b/map2k1/LOC121892167/banf1/atr/msh2/hif1aa/LOC121895014/eef1da/LOC121897994/cdkn1a/LOC121882938/stk11/top2a/alad/fancd2/casp3a/trim13/rfwd3/LOC121902024/ticrr/abl1/prkdc/fbxo45/tp63/rad54b/pank2/dcun1d3/mapk14a/ccnd2a/ccnd1/LOC121894614/tp53bp2a/uimc1/LOC121912066/sirt1/ints7/kdm1a/mta1/LOC121884400/kars1"
"2496","macromolecule deacylation","Biological Process",1.29480208824402,0.0852056343777946,0.30166754446978,0.245102746327149,"GO:0098732","26/3369","85/14261",26,"notum1a/hopx/chd4b/LOC121901833/sfpq/si:dkey-103i16.6/sin3aa/hdac3/mier1b/abhd17c/hdac11/abhd17b/abhd17ab/LOC121891924/sirt5/LOC121912626/mta2/elk4/ppt2b/sirt1/prdm5/kdm1a/mta1/LOC121881849/ppt1/tbl1x"
"2497","Golgi-associated vesicle","Cellular Component",1.20227412836496,0.0857055646360086,0.303316009086267,0.24644211216922,"GO:0005798","48/3369","169/14261",48,"ctsz/dab2/LOC121891043/vps41/LOC121908160/lrrk2/f5/bace1/LOC121901058/LOC121892072/pef1/LOC121889732/LOC121889735/srebf2/sec24d/pdcd6/LOC121897867/LOC121889734/mcfd2/LOC121900032/rab14l/LOC121911286/apba2b/LOC121907272/ctsc/spg21/spag9a/ap1s1/sec13/LOC121905409/LOC121896213/sar1ab/LOC121893636/copg2/LOC121888909/LOC121906944/yif1b/sec24c/gja1b/lman2/sec22bb/furina/LOC121910309/tmed9/dipk2ab/hm13/LOC121907218/tmed10"
"2498","MAPK cascade","Biological Process",1.13342805748978,0.0857497557916578,0.303350917506357,0.246470475013652,"GO:0000165","98/3369","366/14261",98,"hbegfa/fgfr4/pdgfra/met/kitb/LOC121909184/pdgfab/fgf5/LOC121910427/LOC121899381/pak1/tgfb1a/dab2/LOC121905341/LOC121896717/ppm1la/jak2a/lrrk2/trib1/ctsh/LOC121903253/LOC121911171/kitlga/LOC121907988/mdfi/camk2g2/sptb/smad1/zfp36l2/mdfic/mapk14b/tec/fgfr2/tnfb/map2k1/egfra/mapk3/LOC121908417/itgav/mapk12a/LOC121905499/stk24b/irs2b/LOC121892275/mef2cb/mapk8a/tnfrsf19/rapgef2b/map3k3/LOC121911703/map2k7/LOC121887119/LOC121881354/spag9a/nfkb1/ern2/LOC121886103/adra2b/fgf7/angpt1/tnip2/map2k4a/nod1/map3k9/LOC121897080/map4k2/LOC121903457/wnt5a/LOC121906627/LOC121909008/mapk14a/LOC121906883/LOC121911546/cdc42ep5/LOC121893598/LOC121911706/crkl/rapgef6/mapkbp1/lamtor3/ptpn1/taok3a/afdna/fgf2/map4k5/LOC121890080/LOC121898721/LOC121894836/mink1/ppp5c/fbxw11a/ranbp9/ptk2aa/ywhaba/rasal2/dusp5/tjp1a/kars1"
"2499","asymmetric stem cell division","Biological Process",1.23892882740047,0.0869925009381129,0.307583801718951,0.249909663499159,"GO:0098722","36/3369","123/14261",36,"LOC121900512/fgf13a/tead1b/eif4a1a/vbp1/llgl1/pfdn2/LOC121897514/sox6/LOC121906032/mark1/cc2d1b/ror1/tead3a/mark2b/prkci/etv5a/LOC121903406/gpc5c/llgl2/LOC121881354/stk11/prox1a/sox5/LOC121901074/gpsm2/pard6gb/melk/cdk1/gpc5a/LOC121886601/tead1a/LOC121883559/LOC121894668/gnb2/LOC121898091"
